codigo,descripcion,unidad_medida,tipo
BROCA-106,"PORTABROCA MARTILLO ROK, QL6/QL6T, 600",UNIDAD,ACEROS DE PERFORACIÓN
51611-10,"BIT RETAINER RINGS, 600/650 DTH HAMMER",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-107,"BROCA CON SHANK QL6 152MM 6""",UNIDAD,ACEROS DE PERFORACIÓN
210046,ROD EXT M/F 3660 39R HM38C,UNIDAD,ACEROS DE PERFORACIÓN
140225,BIT BTN STR 064 HM38 BF6H 12/3 H11 3f1g,UNIDAD,ACEROS DE PERFORACIÓN
270012,ROD TUBE 1220 55T 041 HM38 C,UNIDAD,ACEROS DE PERFORACIÓN
270052,ROD TUBE 1830 66T 039 HM45 C,UNIDAD,ACEROS DE PERFORACIÓN
210046,ROD EXT M/F 3660 39R HM38 C,UNIDAD,ACEROS DE PERFORACIÓN
SC-236,ACOLCHADO 1 1/2 PLAZA,UNIDAD,MOBILIARIO
SC-237,AIRE ACONDICIONADO SPLIT HOME LEADER,UNIDAD,MOBILIARIO
SC-238,ALMOHADA,UNIDAD,MOBILIARIO
SC-239,ANAFE A GAS 2 HORNALLAS BLANCO,UNIDAD,MOBILIARIO
SC-240,ANAFE A GAS 2 HORNALLAS MARRON SIN QUEMADORES,UNIDAD,MOBILIARIO
SC-241,BANQUITO PLASTICO NEGRO,UNIDAD,MOBILIARIO
SC-242,BARRERA ELECTRICA,UNIDAD,MOBILIARIO
SC-243,BASE PARA TUBOS CON TAPA,UNIDAD,MOBILIARIO
SC-244,BASE PARA TUBOS SUB TAPA,UNIDAD,MOBILIARIO
SC-245,BOCINA DE ALARMA,UNIDAD,MOBILIARIO
SC-246,BORDEADORA BLACK & DECKER,UNIDAD,MOBILIARIO
SC-247,BOTELLA PARA AGUA DISPENSER ,UNIDAD,MOBILIARIO
SC-248,CAJON PLASTICO AZUL CON DIVISIONES,UNIDAD,MOBILIARIO
SC-249,CALEFACTOR NEX CONVECTOR,UNIDAD,MOBILIARIO
SC-250,CALENTADOR PROTEMP,UNIDAD,MOBILIARIO
SC-251,CALOVENTOR CALORTEC,UNIDAD,MOBILIARIO
SC-252,CALOVENTOR CHICO PLASTICO GRIS,UNIDAD,MOBILIARIO
SC-253,CAMA DE MADERA 1 PLAZA,UNIDAD,MOBILIARIO
SC-254,CAMA METALICA 1 PLAZA,UNIDAD,MOBILIARIO
SC-255,CAMARA DE SEGURIDAD,UNIDAD,MOBILIARIO
SC-256,CATRE 1 PLAZA,UNIDAD,MOBILIARIO
SC-257,CEPILLO DE PLASTICO,UNIDAD,MOBILIARIO
SC-258,COLCHON 1 PLAZA,UNIDAD,MOBILIARIO
SC-259,"COLCHONETA 1,8M X 0,6M",UNIDAD,MOBILIARIO
SC-260,CUCHARA,UNIDAD,MOBILIARIO
SC-261,CUCHARÒN,UNIDAD,MOBILIARIO
SC-262,CUCHETA 1 PLAZA,UNIDAD,MOBILIARIO
SC-263,CUCHETA DE MADERA 1 PLAZA,UNIDAD,MOBILIARIO
SC-264,CUCHILLO,UNIDAD,MOBILIARIO
SC-265,CUHARA CHICA,UNIDAD,MOBILIARIO
SC-266,ESCRITORIO MELAMINA,UNIDAD,MOBILIARIO
SC-267,ESCURRIDOR FIDEOS,UNIDAD,MOBILIARIO
SC-268,ESPONJA,UNIDAD,MOBILIARIO
SC-269,ESPUMADERA,UNIDAD,MOBILIARIO
SC-270,ESTABILIZADOR DE TENSION,UNIDAD,MOBILIARIO
SC-271,ESTUFA A KEROSENE,UNIDAD,MOBILIARIO
SC-272,ESTUFA ELECTRICA HOME,UNIDAD,MOBILIARIO
SC-273,ESTUFA ELECTRICA LUFT,UNIDAD,MOBILIARIO
SC-274,FAROL,UNIDAD,MOBILIARIO
SC-275,FRAZADA 1 PLAZA,UNIDAD,MOBILIARIO
SC-276,FUENTE HONDA DEPLASTICO,UNIDAD,MOBILIARIO
SC-277,FUENTON ROJO,UNIDAD,MOBILIARIO
SC-278,GABINETE ESTANCO 450X450X225MM,UNIDAD,MOBILIARIO
SC-279,GARRAFA CHICA,UNIDAD,MOBILIARIO
SC-280,GUADAÑA,UNIDAD,MOBILIARIO
SC-281,IMPRESORA HP,UNIDAD,MOBILIARIO
SC-282,IMPRESORA HP CON RARROS DE TINTA,UNIDAD,MOBILIARIO
SC-283,JARRA PLASTICA NARANJA,UNIDAD,MOBILIARIO
SC-284,LAMPARA CON SOPORTE,UNIDAD,MOBILIARIO
SC-285,LATERAL SILLA DE MADERA,UNIDAD,MOBILIARIO
SC-286,LUZ LED DE EMERGENCIA,UNIDAD,MOBILIARIO
SC-287,MESA DE PLASTICO BLANCA,UNIDAD,MOBILIARIO
SC-288,MESA DE PLASTICO NEGRA,UNIDAD,MOBILIARIO
SC-289,MODEM TPLINK,UNIDAD,MOBILIARIO
SC-290,"PANEL SOLAR 1,47M X 0,67M",UNIDAD,MOBILIARIO
SC-291,"PANEL SOLAR 1M X 0,47M",UNIDAD,MOBILIARIO
SC-292,PAVA COMUN,UNIDAD,MOBILIARIO
SC-293,PAVA ELECTRICA PHILIPS,UNIDAD,MOBILIARIO
SC-294,PAVA ELECTRICA TEFAL,UNIDAD,MOBILIARIO
SC-295,PIZARRON BLANCO,UNIDAD,MOBILIARIO
SC-296,PLANTILLAS DE LETRAS,UNIDAD,MOBILIARIO
SC-297,PLATO DE MADERA,UNIDAD,MOBILIARIO
SC-298,PLATO HONDO PLASTICO AMARILLO,UNIDAD,MOBILIARIO
SC-299,PLATO PLAYO DE VIDRIO,UNIDAD,MOBILIARIO
SC-300,RECIPIENTE PLASTICO ROJO LARGO SIN TAPA,UNIDAD,MOBILIARIO
SC-301,REFLECTOR BLANCO GRANDE ,UNIDAD,MOBILIARIO
SC-302,REFLECTOR LUCCHIOLA,UNIDAD,MOBILIARIO
SC-303,RESPIRADOR PERMITIDO,UNIDAD,MOBILIARIO
SC-304,SABANA 1 PLAZA,UNIDAD,MOBILIARIO
SC-305,SILLA DE CAÑO GRIS Y NEGRO,UNIDAD,MOBILIARIO
SC-306,SILLA DE CAÑO ROJA,UNIDAD,MOBILIARIO
SC-307,SISTEMA DE VIGILANCIA CON 6 CAMARAS,UNIDAD,MOBILIARIO
SC-308,TAPA OLLA,UNIDAD,MOBILIARIO
SC-309,TAZA,UNIDAD,MOBILIARIO
SC-310,TAZA DE VIDRIO,UNIDAD,MOBILIARIO
SC-311,TENEDOR,UNIDAD,MOBILIARIO
SC-312,TERMOTANQUE ECOTERMO,UNIDAD,MOBILIARIO
SC-313,TERMOTANQUE ELECTRICO SEÑORIAL,UNIDAD,MOBILIARIO
SC-314,TOHALLON,UNIDAD,MOBILIARIO
SC-315,TRIPODE AMARILLO,UNIDAD,MOBILIARIO
SC-316,TUBO LED 20W T8,UNIDAD,MOBILIARIO
SC-317,VASO DE VIDRIO,UNIDAD,MOBILIARIO
SC-318,VASO PLASTICO,UNIDAD,MOBILIARIO
SC-319,VENTILADOR DE PIE,UNIDAD,MOBILIARIO
EPPSG 17,FILTRO CONTRA PARTICULA N95 8210,UNIDAD,EPP
MAN R2- 01,"1/4"" SAE 100 R2",UNIDAD,SUPLEMENTOS
MAN R2- 02,"3/8"" SAE 100 R2",UNIDAD,SUPLEMENTOS
MAN R2- 03,"1/2"" SAE 100 R2",UNIDAD,SUPLEMENTOS
MAN R2- 04,"3/4"" SAE 100 R2",UNIDAD,SUPLEMENTOS
MAN R2- 05,"1"" SAE 100 R2",UNIDAD,SUPLEMENTOS
MAN R12 - 01,"MANGUERA HIDRA GATES SAE 100 3/4""",METROS,MANGUERAS
MAN R12 - 02,"MANGUERA MEGA TUFF SAE 100 3/4""",METROS,MANGUERAS
MAN R12 - 03,"MANGUERA HIDRA GATES SAE 100 1""",METROS,MANGUERAS
MAN A/A,MANGUERA AGUA/AIRE,METROS,MANGUERAS
MAN R15 - 01,"MANGUERA R15 1""",METROS,MANGUERAS
TERM MAN- 01,"HG 7/16"" P/MANGUERA 1/4"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
TERM MAN- 02,"HG 3/8"" P/MANGUERA 1/4"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
TERM MAN- 03,"HG 11/16"" P/MANGUERA 3/8"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
TERM MAN- 04,"HG 13/16"" P/MANGUERA 1/2"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
TERM MAN- 05,"HG 11/16"" P/MANGUERA 3/8"" ASIENTO BSPT",UNIDAD,SUPLEMENTOS
TERM MAN- 06,"HG 1"" P/MANGUERA 3/4"" ASIENTO BSPT",UNIDAD,SUPLEMENTOS
TERM MAN- 07,"HG 1/2"" P/MANGUERA 1/4"" ASIENTO BSPT",UNIDAD,SUPLEMENTOS
TERM MAN- 08,"HG 11/16"" P/MANGUERA 3/8"" ASIENTO BSPT",UNIDAD,SUPLEMENTOS
TERM MAN- 09,"HG 1/2"" P/MANGUERA 1/4"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
TERM MAN- 10,"HG 5/8"" P/MANGUERA 3/8"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
TERM MAN- 11,"HG 3/4"" P/MANGUERA 1/2"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
TERM MAN-12,"HG 1"" P/MANGUERA 3/4"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
TERM MAN-13,"HG 1 1/4"" P/MANGUERA 1"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
TERM MAN-14,"HG 1"" P/MANGUERA 3/4"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
RACORD MAN- 01,"1/4"" DOBLE",UNIDAD,SUPLEMENTOS
RACORD MAN- 02,"3/8"" DOBLE",UNIDAD,SUPLEMENTOS
RACORD MAN- 03,"1/2"" DOBLE",UNIDAD,SUPLEMENTOS
RACORD MAN- 04,"5/8"" DOBLE",UNIDAD,SUPLEMENTOS
RACORD MAN- 05,"3/4"" DOBLE",UNIDAD,SUPLEMENTOS
RACORD MAN- 06,"1"" DOBLE",UNIDAD,SUPLEMENTOS
RACORD MAN- 07,"1"" x MACHO 1 1/16"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
RACORD MAN- 08,"3/4"" x MACHO 13/16"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
ENTREROSCA- 01,14 MM MACHO ASIENTO BSP,UNIDAD,SUPLEMENTOS
ENTREROSCA- 02,"3/4"" x 3/4"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
ENTREROSCA- 03,"1/4"" x 1/4"" MACHO JIC P/FRD",UNIDAD,SUPLEMENTOS
ENTREROSCA- 04,"3/8"" X 3/8"" MACHO JIC P/FRD",UNIDAD,SUPLEMENTOS
ENTREROSCA - 05,"1/2"" X 1/2"" MACHO JIC P/FRD",UNIDAD,SUPLEMENTOS
ENTREROSCA - 06,"3/4"" X 3/4"" MACHO JIC P/FRD",UNIDAD,SUPLEMENTOS
ENTREROSCA - 07,"1"" X 1"" MACHO JIC P/FRD",UNIDAD,SUPLEMENTOS
TERM REU- 01,"MACHO 1/2"" ASIENTO BSP P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
TERM REU- 02,"MACHO 1/2"" ASIETNO JIC P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
TERM REU- 03,"HG 1/2"" ASIENTO BSP P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
TERM REU- 04,"HG 1/2"" ASIENTO JIC P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
TERM REU- 05,"HG 13/16"" ASIENTO JIC P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 06,"MACHO 7/8"" ASIENTO BSP P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 07,"HG 3/4"" ASIENTO BSP P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 08,"MACHO 3/4"" ASIENTO JIC P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 09,"HG 11/16"" ASIENTO JIC P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 10,"MACHO 3/4"" ASIENTO BSP P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 11,"HG 5/8"" ASIETNO BSP P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 12,"MACHO 5/8"" ASIENTO JIC P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
TERM REU- 13,"HG 1"" ASIENTO BSP P/MANGUERA 3/4""",UNIDAD,SUPLEMENTOS
TERM REU- 14,"MACHO 1 1/16"" ASIENTO BSP P/MANGUERA 3/4""",UNIDAD,SUPLEMENTOS
TERM REU- 15,"HG 1 1/4"" P/MANGUERA 1"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
TERM REU- 16,"HG 1 1/4"" P/MANGUERA 1"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
TERM REU- 17,"MACHO 1 1/4"" ASIENTO JIC P/MANGUERA 1""",UNIDAD,SUPLEMENTOS
TERM REU- 18,"MACHO 1 1/4"" ASIENTO BSP P/MANGUERA 1""",UNIDAD,SUPLEMENTOS
CODO P/ MAN-01,"90º RACORD 1/4"" A HG 7/16"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
CODO P/ MAN-02,"90º RACORD 7/16"" A HG 1/2"" ASIENTO BSP",UNIDAD,SUPLEMENTOS
CODO P/ MAN-03,"90º 3/4"" ASIENTO BSP X 1 1/16"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
4G-4MBSPP 7100-15515,"TERMINAL MACHO 1/4"" P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
4G-4FBSPORX 7100-95915,"TERMINAL HG 1/4"" P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
4G-4FBSPORX45 7100-95935,"TERMINAL 45° HG 1/4"" P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
4G-4FBSPORX90 7100-95955,"TERMINAL 90° HG 1/4"" P/MANGUERA 1/4""",UNIDAD,SUPLEMENTOS
6G-MBSPP 7100-15525,"TERMINAL MACHO 3/8"" P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
6G-6FBSPORX 7100-96295,"TERMINAL HG 3/8"" P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
6G-6FBSPORX90 7100-96335,"TERMINAL 90° HG 3/8"" P/MANGUERA 3/8""",UNIDAD,SUPLEMENTOS
8G-MBSPP 7100-05545,"TERMINAL MACHO 1/2"" P/MNGUERA 1/2""",UNIDAD,SUPLEMENTOS
8G-8FBSPORX 7100-96535,"TERMINAL HG 1/2"" P/MANGUERA 1/2""",UNIDAD,SUPLEMENTOS
8G-8FBSPORX45 7100-96565,"TERMINAL 45° HG 1/2"" P/MANGUERA 1/2""",UNIDAD,SUPLEMENTOS
12GS-12MBSPP 7347-92205,"TERMINAL MACHO 3/4"" P/MANGUERA 3/4"" R12",UNIDAD,SUPLEMENTOS
12GS-12FBSPORX 7347-93995,"TERMINAL HG 3/4"" P/MANGUERA 34""",UNIDAD,SUPLEMENTOS
12GS-16FBSPORX 7347-92585,"TERMINAL HG 1"" P/MANGUERA 3/4"" R12",UNIDAD,SUPLEMENTOS
12GS-12FBSPORX45 7347-94005,"TERMINAL 45° HG 3/4"" P/MANGUERA 3/4"" R12",UNIDAD,SUPLEMENTOS
12GS1F-4 7347-03135,"CAMISA 3/4"" P/MANGUERA R12",UNIDAD,SUPLEMENTOS
16GS-16MBSPP 7347-90825,"TERMINAL MACHO 1"" P/MANGUERA 1""",UNIDAD,SUPLEMENTOS
16GS-16FBSPORX 7347-90815,"TERMINAL HG 1"" P/MANGUERA 1""",UNIDAD,SUPLEMENTOS
16GS-16FBSPORX45M 7347-92275,"TERMINAL 45° HG 1"" P/MANGUERA 1°",UNIDAD,SUPLEMENTOS
16GS1F-4 7347-03135,"CAMISA 1"" P/MANGUERA R12",UNIDAD,SUPLEMENTOS
JIC 001,"TERMINAL HG 9/16"" X 1/4"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
JIC 002,"TERMINAL HG 3/4"" X 3/8"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
JIC 003,"TERMINAL HG 3/4"" X 1/2"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
JIC 004,"TERMINAL HG 1 "" 1/16 X 3/4"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
JIC 005,"TERMINAL HG 1"" 5/16 X 1"" ASIENTO JIC",UNIDAD,SUPLEMENTOS
JIC 006,"ENTREROSCA PARA TERMINAL JIC 1/4""",UNIDAD,SUPLEMENTOS
JIC 007,"ENTREROSCA PARA TERMINAL JIC 3/8""",UNIDAD,SUPLEMENTOS
JIC 008,"ENTREROSCA PARA TERMINAL JIC 1/2""",UNIDAD,SUPLEMENTOS
JIC 009,"ENTREROSCA PARA TERMINAL JIC 3/4""",UNIDAD,SUPLEMENTOS
JIC 010,"ENTREROSCA PARA TERMINAL JIC 1""",UNIDAD,SUPLEMENTOS
MAN-05,Manguera tipo: aspirante Rock Dust,METROS,SUPLEMENTOS
MAN-06,"MANGUERA GATES 3/4 X 2,7MTS. P/HINCADORA",METROS,MANGUERAS
MAN-07,"MANGUERA GATES 3/4 X 1,7MTS. P/HINCADORA",METROS,MANGUERAS
MAN-08,"MANGUERA GATES 3/8 X 1,68MTS. P/HINCADORA",METROS,MANGUERAS
MAN-09,"MANGUERA GATES 3/4 X 2,10MTS. P/HINCADORA",METROS,MANGUERAS
SC-320,MAXAM MS907 12-16.5,UNIDAD,NEUMATICOS
SC-321,GOODYEAR CT160 HI-MILER 7.50-16,UNIDAD,NEUMATICOS
SC-322,FATE SUPER AGARRE 7.50-16,UNIDAD,NEUMATICOS
SC-323,FIRESTONE DESTINATION AT 215/80 R 16,UNIDAD,NEUMATICOS
SC-324,FATE 70 CON LLANTA,UNIDAD,NEUMATICOS
SC-325,GOODYEAR TRAGALEGUAS CON LLANTA,UNIDAD,NEUMATICOS
SC-326,FIRESTONE F330 215/765 R 15 CON LLANTA,UNIDAD,NEUMATICOS
SC-327,BRIDGESTONE DUELER H/T 265/65 R 17,UNIDAD,NEUMATICOS
SC-328,PIRELLI SCORPION ATR 265/65 R 17,UNIDAD,NEUMATICOS
SC-329,PIRELLI SCORPION ATR 265/65 R 17,UNIDAD,NEUMATICOS
SC-330,GOODYEAR WRANGLER ATS 235/85 R 16,UNIDAD,NEUMATICOS
SC-331,GOODYEAR WRANGLER ATS 265/70 R 16,UNIDAD,NEUMATICOS
SC-332,BRIDGESTONE L317 12.00 R 20,UNIDAD,NEUMATICOS
SC-333,GOODYEAR WRANGLER ADVENTURE 215/80 R 16,UNIDAD,NEUMATICOS
SC-334,BFGOODRICH ALL-TERRAIN T/A  265/70 R 17,UNIDAD,NEUMATICOS
SC-335,PIRELLI SCORPION TRAIL II 170/60 ZR17,UNIDAD,NEUMATICOS
SC-336,GOODYEAR WRANGLER ADVENTURE 31X10.50 R 15LT,UNIDAD,NEUMATICOS
SC-337,BRIDGESTONE DUELER H/T 265/70 R 16,UNIDAD,NEUMATICOS
SC-338,DUNLOP SP SPORT 205 60 R 15,UNIDAD,NEUMATICOS
SC-339,PIRELLI P400 EVO 175/70 R 14,UNIDAD,NEUMATICOS
SC-340,GOODYEAR WRANGLER RT/S 215/80 R 16,UNIDAD,NEUMATICOS
SC-341,PIRELLI SCORPION ATR 215/80 R 16,UNIDAD,NEUMATICOS
SC-342,FUNDA ASIENTO VEHICULO,UNIDAD,ACCESORIOS
SC-343,FUNDA RESPALDO VEHICULO,UNIDAD,ACCESORIOS
SC-344,LATERAL ANDAMIIO,UNIDAD,HYS
SC-345,PISO ANDAMIO,UNIDAD,HYS
SC-346,CAÑO ANDAMIO,UNIDAD,HYS
SC-347,PUERTA MUEBLE,UNIDAD,MOBILIARIO
SC-348,ANTI VUELCO ,UNIDAD,HYS
SC-349,MESA PLASTICA NEGRA SIN PATAS ,UNIDAD,MOBILIARIO
SC-350,PARAGOLPE TRASERO CAMIONETA,UNIDAD,ACCESORIOS
BARRACAM,BARRA CAJA CAMION,UNIDAD,ACCESORIOS
SC-351,MARCO ESTANTE ESTANTERÍA,UNIDAD,MOBILIARIO
SC-352,CABLE DE ACERO,UNIDAD,ACCESORIOS
SC-353,COBERTOR CARPA,UNIDAD,ACCESORIOS
SC-354,PARANTE MOVIL 202,UNIDAD,ACCESORIOS
SC-355,TRAVESAÑO TRSERO MOVIL 202,UNIDAD,ACCESORIOS
SC-356,COMPUERTA MOVIL 202,UNIDAD,ACCESORIOS
SC-357,COMPUERTA TRAKER VENDIDO,UNIDAD,ACCESORIOS
SC-358,TRAVESAÑO TRASERO TRACKER VENDIDO,UNIDAD,ACCESORIOS
SC-359,LATERAL TRACKER VENDIDO,UNIDAD,ACCESORIOS
SC-360,COMPUERTA ROJA CAMION,UNIDAD,ACCESORIOS
SC-361,COMPUERTA NEGRA CAMION,UNIDAD,ACCESORIOS
SC-362,BARANDA CARRETON MARCELINI,UNIDAD,ACCESORIOS
SC-363,RAMPA CARRETON MARCELINI,UNIDAD,ACCESORIOS
SC-364,ESCALERA SEMI REMOLQUE,UNIDAD,ACCESORIOS
SC-365,ESTRUCTURA PASAMANO FRD,UNIDAD,ACCESORIOS
SC-366,PIEZA CARRETON,UNIDAD,ACCESORIOS
SC-367,EXTENSION DE LUCES TRASERAS CARRETON,UNIDAD,ACCESORIOS
SC-368,PATINES,UNIDAD,ACCESORIOS
SC-369,ALFOMBRA MANCINI,UNIDAD,ACCESORIOS
SC-370,FROLLO ALFOMBRA DE GOMA,UNIDAD,ACCESORIOS
SC-371,ASPIRADORA GAMMA,UNIDAD,MOBILIARIO
SC-372,MALACATE,UNIDAD,ACCESORIOS
SC-373,"CAÑO CUADRADO 40MM X 60MM X 2,8M",UNIDAD,ACCESORIOS
SC-374,CAÑO PARA GAS,UNIDAD,ACCESORIOS
SC-375,COBERTOR BOLSA VERDE,UNIDAD,ACCESORIOS
SC-376,CUÑA DE METAL,UNIDAD,ACCESORIOS
SC-377,CUÑA DE MADERA,UNIDAD,ACCESORIOS
SC-378,ESTANTE PARA PERFORISTA FRD,UNIDAD,ACCESORIOS
NEUMAT-01,12.00- R 20 TG85 PIRELLI,UNIDAD,NEUMATICOS
NEUMAT-02,12.00- R 20 FG85 PIRELLI,UNIDAD,NEUMATICOS
NEUMAT-03,750- 16 LT PAPALEGUAS G8,UNIDAD,NEUMATICOS
NEUMAT-04,750- 16 G 49 GOODYEAR,UNIDAD,NEUMATICOS
NEUMAT-05,750- 16 SUPER AGARRE FATE,UNIDAD,NEUMATICOS
NEUMAT-06,750- 16 CT 160 GOODYEAR,UNIDAD,NEUMATICOS
NEUMAT-07,265 70 R16 GOODYEAR,UNIDAD,NEUMATICOS
NEUMAT-08,235 85 R16 LT GOODYEAR,UNIDAD,NEUMATICOS
NEUMAT-09,235 85 R16 RANGLER GOODYEAR,UNIDAD,NEUMATICOS
NEUMAT-10,215 80 R16 GOODYEAR,UNIDAD,NEUMATICOS
NEUMAT-11,215 75 R16 GOODYEAR,UNIDAD,NEUMATICOS
NEUMAT-12,175 70 R14 CINTURATO PIRELLI,UNIDAD,NEUMATICOS
NEUMAT-13,215/80/16 GOOD YEAR WRANGLER ARMOTRAC,UNIDAD,NEUMATICOS
NEUMAT-14,"295/80/22,5 PIRELLI TG85",UNIDAD,NEUMATICOS
NEUMAT-15,BF GOODRICH 265/65/17 AT,UNIDAD,NEUMATICOS
275/70 R22.5,Cubiertas Kumho,UNIDAD,NEUMATICOS
PACE-275-70,CUBIERTAS PACE 275/70 R22.5,UNIDAD,NEUMATICOS
NEUMAT-16,PIRELLI SCORPION,UNIDAD,NEUMATICOS
SC-379,ALMOHADA,UNIDAD,MOBILIARIO
SC-380,BRIDGESTONE DUELER 255/70 R 16,UNIDAD,NEUMATICOS
SC-381,BRIDGESTONE DUELER HT 265/70 R 16,UNIDAD,NEUMATICOS
SC-382,CAMA 1 PLAZA CON MARINERA,UNIDAD,MOBILIARIO
SC-383,CAMBIADOR DE BARRAS RANGER,UNIDAD,HERRAMIENTAS
SC-384,COLCHON DE 1 PLAZA,UNIDAD,MOBILIARIO
SC-385,ESTANTE DE MELAMINA,UNIDAD,MOBILIARIO
SC-386,FUTON,UNIDAD,MOBILIARIO
SC-387,KAYAK SAMOA AMARILLO,UNIDAD,MOBILIARIO
SC-388,MESA CON ESTRUCTURA METALICA,UNIDAD,MOBILIARIO
SC-389,MESA DE MADERA,UNIDAD,MOBILIARIO
SC-390,MESA RATONA NEGRA,UNIDAD,MOBILIARIO
SC-391,PIRELLI TG85 12.00 R20 CON TAJO AL COSTADO,UNIDAD,NEUMATICOS
SC-392,REMO PARA KAYAK,UNIDAD,MOBILIARIO
SC-393,SILLA DE MADERA CON ALMOHADON,UNIDAD,MOBILIARIO
SC-394,AMOLADORA BOSCH,UNIDAD,HERRAMIENTAS
SC-395,ANTIPARRA,UNIDAD,EPP
SC-396,ARNES,UNIDAD,EPP
SC-397,BALDE VACIO,UNIDAD,MOBILIARIO
SC-398,BASE PARA CARRETEL,UNIDAD,ACCESORIOS
SC-399,BIDON SIN TAPA,UNIDAD,ACCESORIOS
SC-400,CABLE DE ACERO,UNIDAD,ACCESORIOS
SC-401,CABLE TIPO TALLER 5 CABLES X METRO,UNIDAD,HERRAMIENTAS
SC-402,CAÑO PVC,UNIDAD,HERRAMIENTAS
SC-403,CARRETILLA,UNIDAD,HERRAMIENTAS
SC-404,CARRO WR,UNIDAD,HERRAMIENTAS
SC-405,CINTA 8M,UNIDAD,HERRAMIENTAS
SC-406,COLA DE VIDA,UNIDAD,EPP
SC-407,CONO AMARILLO,UNIDAD,HYS
SC-408,CONO NARANJA,UNIDAD,HYS
SC-409,CRICKET,UNIDAD,HERRAMIENTAS
SC-410,DRAGON,UNIDAD,HERRAMIENTAS
SC-411,ESTACA CORTA,UNIDAD,HERRAMIENTAS
SC-412,ESTACA LARGA,UNIDAD,HERRAMIENTAS
SC-413,EXTENSION BREHMEN,UNIDAD,HERRAMIENTAS
SC-414,EXTENSION CORTA,UNIDAD,HERRAMIENTAS
SC-415,EXTENSION DE TORRE HINCADORA,UNIDAD,HERRAMIENTAS
SC-416,EXTRACTOR DE POSTE,UNIDAD,HERRAMIENTAS
SC-417,FAJA,UNIDAD,HERRAMIENTAS
SC-418,GANCHO,UNIDAD,HERRAMIENTAS
SC-419,GUIA INFERIROR,UNIDAD,HERRAMIENTAS
SC-420,GUIA SUPERIOR,UNIDAD,HERRAMIENTAS
SC-421,JUEGO EXTENSIONES PROTO,UNIDAD,HERRAMIENTAS
SC-422,LLAVE BAHCO 13MM COMBINADA,UNIDAD,HERRAMIENTAS
SC-423,LLAVE BAHCO 30MM COMBINADA,UNIDAD,HERRAMIENTAS
SC-424,LLAVE BAHCO 32MM COMBINADA,UNIDAD,HERRAMIENTAS
MAN-10,MANGUERA USADA PARA MUESTRA,METROS,HERRAMIENTAS
SC-425,MAZA,UNIDAD,HERRAMIENTAS
SC-426,MECHA 13MM,UNIDAD,HERRAMIENTAS
SC-427,MECHA 6MM,UNIDAD,HERRAMIENTAS
SC-428,MEDIASOMBRA,UNIDAD,HERRAMIENTAS
SC-429,PISTOLA NEUMATICA CON BATERIA Y CARGADOR,UNIDAD,HERRAMIENTAS
SC-430,PORTA HERRAMIENTAS DE CINTURA,UNIDAD,HERRAMIENTAS
SC-431,PROTECTOR AUDITIVO COPA PAR,UNIDAD,HERRAMIENTAS
SC-432,RUEDA DE CARRETILLA,UNIDAD,HERRAMIENTAS
SC-433,TALADRO BOSCH,UNIDAD,HERRAMIENTAS
