codigo,descripcion,unidad_medida,tipo
MAT00004,BARRA HIERRO TORSONIADO 12,UNIDAD,ACEROS DE CONSTRUCCION
MAT00005,BARRA HIERRO TORSIONADO 16,UNIDAD,ACEROS DE CONSTRUCCION
MAT00006,"MALLA 15 x 15, 4.2 ( 6 x 2.15 MTS)",UNIDAD,ACEROS DE CONSTRUCCION
MAT00007,CHAPA T 101 Nº 25 X 12 MTS,UNIDAD,ACEROS DE CONSTRUCCION
MAT00008,CHAPA T 101Nº 25X 6 MTS,UNIDAD,ACEROS DE CONSTRUCCION
MAT00009,"PERFIL ""C"" 200 X 80 X 20 X2,5 X 12MTS",UNIDAD,ACEROS DE CONSTRUCCION
MAT00010,CAÑO 80 x 40 (MTS),UNIDAD,ACEROS DE CONSTRUCCION
MAT00011,"CHAPA NEGRA 3/8 (1,5 X 1,5MTS)",UNIDAD,ACEROS DE CONSTRUCCION
MAT00012,"PERFIL ""C"" 80 X 40 X 20 X 2.5 X 12 MTS",UNIDAD,ACEROS DE CONSTRUCCION
SC-100,ABRAZADERA 3/4 PAR,UNIDAD,REPUESTOS
SC-101,ABRAZADERA PARA CAÑO ,UNIDAD,REPUESTOS
SC-102,ACOPLE RAPIDO CON PICO INFLADOR,UNIDAD,REPUESTOS
SC-103,ACUMULADOR CARGADOR ATLAS COPCO,UNIDAD,REPUESTOS
SC-104,ADAPTADOR INFLADOR PLASTICO,UNIDAD,REPUESTOS
SC-105,ALFOMBRA DE GOMA NEGRA,UNIDAD,REPUESTOS
SC-106,ANTENA DE PLATO,UNIDAD,REPUESTOS
SC-107,ARNES AMARILLO Y NEGRO,UNIDAD,REPUESTOS
SC-108,ARNES AMARILLO Y ROJO,UNIDAD,REPUESTOS
SC-109,ARNES ROJO,UNIDAD,REPUESTOS
SC-110,ARNES VERDE,UNIDAD,REPUESTOS
SC-111,BALIZA NARANJA,UNIDAD,HYS
SC-112,BALIZA TRIANGULAR,UNIDAD,HYS
SC-113,BIBLIORATOS,UNIDAD,INSUMOS
SC-114,BOTA DE GOMA CON PUNTA DE ACERO - PAR,UNIDAD,EPP
SC-115,BOTIN DE SEGURIDAD TALLE 39 NEW JET,UNIDAD,HYS
SC-116,BOTIN DE SEGURIDAD TALLE 40 NEW JET,UNIDAD,HYS
SC-117,BOTIQUIN,UNIDAD,HYS
SC-118,CABLE DE RED BLANCO X 14M,UNIDAD,REPUESTOS
SC-119,"CABLE DE RED NEGRO X 1,5M",UNIDAD,REPUESTOS
SC-120,CABLE DE RED NEGRO X 15M,UNIDAD,REPUESTOS
SC-121,CABLE TIPO TALLER 2 X 10M,UNIDAD,REPUESTOS
SC-122,CAJA CON GRAMPAS Y TORNILLOS,UNIDAD,INSUMOS
SC-123,CAJA CON VARIOS CD,UNIDAD,INSUMOS
SC-124,CAJA DE HERRAMINTAS PLASTICA CON LLAVES ALEM VARIAS,UNIDAD,INSUMOS
SC-125,CALCULADORA MANUAL,UNIDAD,INSUMOS
SC-126,CAPA DE LLUVIA,UNIDAD,EPP
SC-127,CAPA DE LLUVIA,UNIDAD,EPP
SC-128,CAPA Y PANTALON IMPERMEABLE NARANJA,UNIDAD,EPP
SC-129,CARTUCHO TINTA EPSON 133 AMARILLO,UNIDAD,INSUMOS
SC-130,CARTUCHO TINTA HP 670 XL AMARILLO,UNIDAD,INSUMOS
SC-131,CASCO AMARILLO MSA,UNIDAD,EPP
SC-132,CASCO AMARILLO 3M,UNIDAD,EPP
SC-133,CASCO AMARILLO CON PROTECTOR DE COPA LIBUS,UNIDAD,EPP
SC-134,CASCO BLANCO,UNIDAD,EPP
SC-135,CASCO BLANCO CON PROTECTOR DE COPA LIBUS,UNIDAD,EPP
SC-136,CASCO ROJO,UNIDAD,EPP
SC-137,CASCO ROJO MSA,UNIDAD,EPP
SC-138,CASCO VERDE MSA,UNIDAD,EPP
SC-139,CEPILLO CONICO DE ALAMBRE,UNIDAD,EPP
SC-140,CHALECO REFLECTIVO NARANJA,UNIDAD,EPP
SC-141,CHALECO REFLECTIVO VERDE,UNIDAD,EPP
SC-142,CHAPA PARA CABLEADO,UNIDAD,INSUMOS
SC-143,CINTA AISLADORA PVC AUTOEXTINGUIBLE NEGRO 20M,UNIDAD,INSUMOS
SC-144,CINTURON MINERO,UNIDAD,EPP
SC-145,CINTURON MINERO,UNIDAD,EPP
SC-146,COLA DE VIDA,UNIDAD,EPP
SC-147,CRICKET PROTO J6020,UNIDAD,EPP
SC-148,CUELLO ORTOPEDICO,UNIDAD,EPP
SC-149,"CURVA CAÑO ELCTRICIDAD 1""",UNIDAD,INSUMOS
SC-150,DELANTAL BLANCO,UNIDAD,EPP
SC-151,DETECTOR DE GASES,UNIDAD,HYS
SC-152,DICCIONARIO DE INGLES ,UNIDAD,HYS
SC-153,ENCHUFE ELECTRICO 5 PUNTOS MACHO,UNIDAD,HERRAMIENTAS
SC-154,ESCANER CAT,UNIDAD,HERRAMIENTAS
SC-155,ESCANER ELCTRO IMPO,UNIDAD,HERRAMIENTAS
SC-156,ESCUADRA METALICA CON NIVEL,UNIDAD,HERRAMIENTAS
SC-157,ESPIGA 3/4,UNIDAD,INSUMOS
SC-158,FILTRO FBO,UNIDAD,FILTROS
SC-159,GRASERA QUIANLANG,UNIDAD,HERRAMIENTAS
SC-160,HANDY MOTOROLA SIN BATERÌA,UNIDAD,HYS
SC-161,HANDY VERTEX,UNIDAD,HYS
SC-162,HIGH POWER WIRELESS,UNIDAD,HYS
SC-163,HIGH POWER WIRELESS,UNIDAD,HYS
SC-164,IMPRESORA EPSON,UNIDAD,HERRAMIENTAS
SC-165,INSECTICIDA FUMIXAN HOGAR,UNIDAD,HERRAMIENTAS
SC-166,JARDINARA DE LLUVIA,UNIDAD,HERRAMIENTAS
SC-167,JUEGO DE DUCHA,UNIDAD,HERRAMIENTAS
SC-168,JUEGO DE LLAVES HU-GONG,UNIDAD,HERRAMIENTAS
SC-169,KIT EXTRACTOR RODAMIENTOS HAMILTON,UNIDAD,HERRAMIENTAS
SC-170,LINGA AMARILLA  12M,UNIDAD,HERRAMIENTAS
SC-171,LINTERNA CON BATERIA,UNIDAD,HERRAMIENTAS
SC-172,"LLAVE AJUSTABLE 14"" ROBUST",UNIDAD,HERRAMIENTAS
SC-173,LLAVE AJUSTABLE 87-626 STANLEY,UNIDAD,HERRAMIENTAS
SC-174,LLAVE FIJA 30MM STANLEY,UNIDAD,HERRAMIENTAS
SC-175,LLAVES PARA SEGUROS BAHCO,UNIDAD,HERRAMIENTAS
SC-176,LONA GRIS,UNIDAD,HERRAMIENTAS
SC-177,MAMELUCO DESCARTABLE,UNIDAD,HERRAMIENTAS
SC-178,MANOMETRO BLACK & DECKER,UNIDAD,HERRAMIENTAS
SC-179,MANOMETRO DIGITAL,UNIDAD,HERRAMIENTAS
SC-180,MARTILLO DE PUNTA,UNIDAD,HERRAMIENTAS
SC-181,MASCARA PARA FILTROS,UNIDAD,HERRAMIENTAS
SC-182,MASCARA PARA SOLDAR,UNIDAD,HERRAMIENTAS
SC-183,MINI TALADRO DREMEL,UNIDAD,HERRAMIENTAS
SC-184,MODEM TPLINK,UNIDAD,HERRAMIENTAS
SC-185,MOTOSIERRA STHILL,UNIDAD,HERRAMIENTAS
SC-186,NIVEL ROBUST 914MM,UNIDAD,HERRAMIENTAS
SC-187,PERMISSIBLE RESPIRATOR,UNIDAD,HERRAMIENTAS
SC-188,PINTURA EN AEROSOL VERDE,UNIDAD,HERRAMIENTAS
SC-189,"PINZA ANILLOS-PINES MULTIPLE 6""",UNIDAD,HERRAMIENTAS
SC-190,PISTOLA DE CALOR ALIC,UNIDAD,HERRAMIENTAS
SC-191,PISTOLA DE PINTAR KLD,UNIDAD,HERRAMIENTAS
SC-192,PLANTILLA PINTURA LETRA A,UNIDAD,HERRAMIENTAS
SC-193,PLANTILLA PINTURA LETRA I,UNIDAD,HERRAMIENTAS
SC-194,PLANTILLA PINTURA LETRA M,UNIDAD,HERRAMIENTAS
SC-195,PORTERO ELECTRICO CON CAMARA EXTERIOR,UNIDAD,HERRAMIENTAS
SC-196,PORTERO ELECTRICO CON CAMARA INTERIOR,UNIDAD,HERRAMIENTAS
SC-197,PRECINTO NEGRO,UNIDAD,HERRAMIENTAS
SC-198,PROTECTOR AUDITIVO COPA PAR,UNIDAD,HERRAMIENTAS
SC-199,PULIDORA DOWEN PAGIO 120 W,UNIDAD,HERRAMIENTAS
SC-200,QUEMADOR A GAS DREMEL,UNIDAD,HERRAMIENTAS
SC-201,RADIO BASE VERTEX,UNIDAD,HERRAMIENTAS
SC-202,RED PLASTICA SOBRANTES,UNIDAD,HERRAMIENTAS
SC-203,RELOJ DE PERSONAL,UNIDAD,HERRAMIENTAS
SC-204,ROLLO DE BOLSAS TRANSPARENTES,UNIDAD,HERRAMIENTAS
SC-205,ROLLO DE TANZA NARANJA 100M NTH,UNIDAD,HERRAMIENTAS
SC-206,SELLADORA PARA POLIETILENO CON CORTE LIPARI,UNIDAD,HERRAMIENTAS
SC-207,SET EXTRACTOR ENGRANAJES PROTO,UNIDAD,HERRAMIENTAS
SC-208,SIRENA PORTATIL,UNIDAD,HERRAMIENTAS
SC-209,SISTEMA ESPANTADOR DE ANIMALES,UNIDAD,HERRAMIENTAS
SC-210,SOLDADOR DE ESTAÑO JS TOOLS,UNIDAD,HERRAMIENTAS
SC-211,TANZA AMARILLA 2M,UNIDAD,HERRAMIENTAS
SC-212,"TERMINAL CAÑO ELECTRICIDAD 1""",UNIDAD,HERRAMIENTAS
SC-213,TERMOMETRO A DISTANCIA FLUKE,UNIDAD,HERRAMIENTAS
SC-214,TORQUIMETRO DIGITAL NEILSEN,UNIDAD,HERRAMIENTAS
SC-215,TORQUIMETRO DIGITAL SEALEY,UNIDAD,HERRAMIENTAS
SC-216,TUBO FLUORESCENTE  36W LUZ DIA SICA,UNIDAD,HERRAMIENTAS
SC-217,"UNION CAÑO ELECTRICIDAD 1""",UNIDAD,HERRAMIENTAS
SC-218,VENTILETE DE CAMIONETA ROTO,UNIDAD,HERRAMIENTAS
SC-219,VENTOSAS PARA SUJESION,UNIDAD,HERRAMIENTAS
EPPRC 01,CAMISA DE TRABAJO TALLE 40,UNIDAD,EPP
EPPRC 02,CAMISA DE TRABAJO TALLE 42,UNIDAD,EPP
EPPRC 03,CAMISA DE TRABAJO TALLE 44,UNIDAD,EPP
EPPRC 04,CAMISA DE TRABAJO TALLE 46,UNIDAD,EPP
EPPRC 05,CAMISA DE TRABAJO TALLE 48,UNIDAD,EPP
EPPRC 06,CAMISA DE TRABAJO TALLE 50,UNIDAD,EPP
EPPRC 07,CAMISA DE TRABAJO TALLE 52,UNIDAD,EPP
EPPRC 08,CAMISA DE TRABAJO TALLE 54,UNIDAD,EPP
EPPRC 09,CAMISA DE TRABAJO TALLE 38,UNIDAD,EPP
EPPRP 01,PANTALON DE TRABAJO TALLE 40,UNIDAD,EPP
EPPRP 02,PANTALON DE TRABAJO TALLE 42,UNIDAD,EPP
EPPRP 03,PANTALON DE TRABAJO TALLE 44,UNIDAD,EPP
EPPRP 04,PANTALON DE TRABAJO TALLE 46,UNIDAD,EPP
EPPRP 05,PANTALON DE TRABAJO TALLE 48,UNIDAD,EPP
EPPRP 06,PANTALON DE TRABAJO TALLE 50,UNIDAD,EPP
EPPRP 07,PANTALON DE TRABAJO TALLE 52,UNIDAD,EPP
EPPRP 08,PANTALON DE TRABAJO TALLE 54,UNIDAD,EPP
EPPRP 09,PANTALON DE TRABAJO TALLE 56,UNIDAD,EPP
EPPRP 10,PANTALON DE TRABAJO TALLE 58,UNIDAD,EPP
EPPIZ 01,PAR BOTIN DE SEGURIDAD Nº 39,UNIDAD,EPP
EPPIZ 02,PAR BOTIN DE SEGURIDAD Nº 40,UNIDAD,EPP
EPPIZ 03,PAR BOTIN DE SEGURIDAD Nº 41,UNIDAD,EPP
EPPIZ 04,PAR BOTIN DE SEGURIDAD Nº 42,UNIDAD,EPP
EPPIZ 05,PAR BOTIN DE SEGURIDAD Nº 43,UNIDAD,EPP
EPPIZ 06,PAR BOTIN DE SEGURIDAD Nº 44,UNIDAD,EPP
EPPIZ 07,PAR BOTIN DE SEGURIDAD Nº 45,UNIDAD,EPP
EPPIZ 08,PAR BOTIN DE SEGURIDAD Nº 46,UNIDAD,EPP
EPPIB 01,PAR BOTA DE SEGURIDAD P/ SUBTERRÁNEO Nº 39,UNIDAD,EPP
EPPIB 02,PAR BOTA DE SEGURIDAD P/ SUBTERRÁNEO Nº 40,UNIDAD,EPP
EPPIB 03,PAR BOTA DE SEGURIDAD P/ SUBTERRÁNEO Nº 41,UNIDAD,EPP
EPPIB 04,PAR BOTA DE SEGURIDAD P/ SUBTERRÁNEO Nº 42,UNIDAD,EPP
EPPIB 05,PAR BOTA DE SEGURIDAD P/ SUBTERRÁNEO Nº 43,UNIDAD,EPP
EPPIB 06,PAR BOTA DE SEGURIDAD P/ SUBTERRÁNEO Nº 45,UNIDAD,EPP
EPPIB 07,PAR BOTA DE SEGURIDAD P/ SUBTERRÁNEO Nº 46,UNIDAD,EPP
EPPIM 01,MAMELUCOS DESCARTABLES (TYVECK),UNIDAD,EPP
EPPIM 02,MAMELUCOS TIPO GRAFA PARA MECÁNICO (L-XL),UNIDAD,EPP
EPPIM 03,MAMELUCOS TIPO GRAFA CON REFLECTIVOS,UNIDAD,EPP
EPPIM 04,TRAJES PARA AGUA,UNIDAD,EPP
EPPSC 01,CASCOS CIELO ABIERTO,UNIDAD,EPP
EPPSC 02,CASCOS SUBTERRÁNEO,UNIDAD,EPP
EPPSC 03,ARNES PARA CASCO,UNIDAD,EPP
EPPSC 04,MENTONERAS PARA CASCO,UNIDAD,EPP
EPPSG 01,PAR GUANTES DESCARNE CORTO,UNIDAD,EPP
EPPSG 02,PAR GUANTES DESCARNE LARGO,UNIDAD,EPP
EPPSG 03,PAR GUANTES SOLDADOR,UNIDAD,EPP
EPPSG 04,PAR GUANTES NITRILO AMARILLO,UNIDAD,EPP
EPPSG 05,PAR GUANTES NITRILO BLANCO 3M,UNIDAD,EPP
EPPSG 06,PAR GUANTES VAQUETA,UNIDAD,EPP
EPPSG 07,PAR GUANTE VAQUETA CON POLAR,UNIDAD,EPP
EPPSG 08,PAR GUANTE MULTIFLEX NARANJA,UNIDAD,EPP
EPPSG 09,PARGUANTE JACKSON G-40 NEGRO/GRIS,UNIDAD,EPP
EPPSL 01,GAFAS CLARAS,UNIDAD,EPP
EPPSL 02,GAFAS OSCURAS,UNIDAD,EPP
EPPSL 03,ANTIPARRA 3M 2890,UNIDAD,EPP
EPPSL 03,ANTIPARRA 3M ARES TRANSPARENTE,UNIDAD,EPP
EPPSV 02,GAFAS OSCURAS DUAL FIT,UNIDAD,EPP
EPPSV 01,BANDOLERAS REFLECTIVAS,UNIDAD,EPP
EPPSV 02,FAJAS LUMBARES,UNIDAD,EPP
EPPSV 03,AUTORRESCATADOR,UNIDAD,EPP
EPPSV 04,CONOS COLOR NARANJA,UNIDAD,EPP
EPPSV 05,CONOS AMARILLO Y NEGRO,UNIDAD,EPP
EPPSV 06,JUEGO DE FILTRO DE POLVO PARA MÁSCARA 3M 2091,UNIDAD,EPP
EPPSV 07,JUEGO TAPAS PRE FILTRO PARA GASES,UNIDAD,EPP
EPPSV 08,PROTECTORES AUDITIVOS INTRAURALES,UNIDAD,EPP
EPPSV 09,PROTECTORES AUDITIVOS DE COPA,UNIDAD,EPP
EPPSV 10,ARNES DE SEGURIDAD,UNIDAD,EPP
EPPSV 11,ROLLOS DE CINTA AISLADORA,UNIDAD,EPP
EPPSV 12,BARBIJOS COMUNES,UNIDAD,EPP
EPPSV 13,GUANTES DE POLAR,UNIDAD,EPP
EPP1°PIEL,CAMISETA TALLE M,UNIDAD,EPP
EPP1°PIEL,CAMISETA TALLE L,UNIDAD,EPP
EPP1°PIEL,CAMISETA TALLE XL,UNIDAD,EPP
EPP1°PIEL,CAMISETA TALLE XXL,UNIDAD,EPP
EPP1°PIEL,PANTALON TALLE M,UNIDAD,EPP
EPP1°PIEL,PANTALON TALLE L,UNIDAD,EPP
EPP1°PIEL,PANTALON TALLE XL,UNIDAD,EPP
EPP1°PIEL,PANTALON TALLE XXL,UNIDAD,EPP
EPP-CAMPERA TERMICA 1,CAMPERA TERMICA TALLE M,UNIDAD,EPP
EPP-CAMPERA TERMICA 2,CAMPERA TERMICA TALLE L,UNIDAD,EPP
EPP-CAMPERA TERMICA 3,CAMPERA TERMICA TALLE XL,UNIDAD,EPP
EPP-CAMPERA TERMICA 4,CAMPERA TERMICA TALLE XXL,UNIDAD,EPP
EPP-CAMPERA TERMICA 5,CAMPERA TERMICA TALLE XXXL,UNIDAD,EPP
EPP-MEDIAS,MEDIAS TERMICAS,UNIDAD,EPP
EPP-CHALECOS NARANJAS 1,CHALECO NARANJA TALLE L,UNIDAD,EPP
EPP-CHALECOS NARANJAS 2,CHALECO NARANJA TALLE XL,UNIDAD,EPP
EPP-CHALECOS NARANJAS 3,CHALECO NARANJA TALLE XXL,UNIDAD,EPP
BUS10319,ANTEOJO SIERRA IR 5,UNIDAD,EPP
BUS20067,ANTEOJOS ECOLINE GRIS,UNIDAD,EPP
BUS20839,PROT. AUDITIVOS AUTO EXP.C7CORDON,UNIDAD,EPP
BUS31780,PROT AUDITIVO PELTOR OPTIME 3,UNIDAD,EPP
EPP-0102,PROTECTOR LUMBAR FULL NEGRO/VIVOS AMARILL -XX L'0501/5 TOP SAFE,UNIDAD,EPP
EPP-0106,CHALECO POLY FLUOR C/REFLECTIVO VERDE TOP SAF,UNIDAD,EPP
EPPSG 10,GUANTE TEJIDO C/NITRO EN PALMA,UNIDAD,EPP
EPPSG 11,GUANTE TEJIDO C/PU,UNIDAD,EPP
EPPSL 04,ANTIPARRA OSCURA ANTIEMPAÑO,UNIDAD,EPP
41662,CUPLAS T51-72MM225MM,UNIDAD,ACEROS DE PERFORACIÓN
02CAMLEMROL,CAMP.TERM LEMUN ROJAC/REFLE,UNIDAD,EPP
02CAMLEMROXL,CAMP.TERM LEMUN ROJAC/REFLE,UNIDAD,EPP
ARRAIGO 001,CAMISA VERDE T/42,UNIDAD,EPP
ARRAIGO 002,CAMISA VERDE T/48,UNIDAD,EPP
ARRAIGO 003,PANTALON CARGO VERDE T/COMUN,UNIDAD,EPP
ARRAIGO 004,BOTIN ART.351,UNIDAD,EPP
SOLIMIN 001,CAMPERA TERMICA SNOWTEX AZUL L,UNIDAD,EPP
SOLIMIN 002,CAMPERA TERMICA SNOWTEX AZUL XL,UNIDAD,EPP
SOLIMIN 003,CAMPERA TERMICA SNOWTEX AZUL XXL,UNIDAD,EPP
SOLIMIN 004,PANT CARGO PAMPERO REFORZADO VERDE 46,UNIDAD,EPP
SOLIMIN 005,CAMISA DE GRAFA PAMPERO BEIGE 56,UNIDAD,EPP
SOLIMIN 006,PANT CARGO PAMPERO REFORZADO AZUL 46,UNIDAD,EPP
SOLIMIN 007,PANT CARGO PAMPERO REFORZADO AZUL 48,UNIDAD,EPP
SOLIMIN 008,PANT CARGO PAMPERO REFORZADO AZUL 50,UNIDAD,EPP
SOLIMIN 009,PANT CARGO PAMPERO REFORZADO AZUL 54,UNIDAD,EPP
FERRE-0172,SEMI MASCARA 3M,UNIDAD,EPP
EPPSG 12,CASCO 3MH-700 BLANCO,UNIDAD,EPP
EPPSG 13,ARNES 3M P CASCO HM-700,UNIDAD,EPP
EPPSG 14,PROT. AUD PELTOR X1P5E,UNIDAD,EPP
EPPSG 15,FILTROS MASCARA 2291,UNIDAD,EPP
EPPSG 16,FILTROS MASCARA 2071 P95,UNIDAD,EPP
SC-220,ADAPTADOR T51 A T45,UNIDAD,ACEROS DE PERFORACIÓN
BARRAINI-25,BARRA DE INICIO HW38,UNIDAD,ACEROS DE PERFORACIÓN
BARRAINI-26,BARRA DE INICIO T45,UNIDAD,ACEROS DE PERFORACIÓN
BARRAINI-27,BARRA DE INICIO T45,UNIDAD,ACEROS DE PERFORACIÓN
BARRAINI-28,BARRA DE INICIO T45 SANDVIK,UNIDAD,ACEROS DE PERFORACIÓN
BARRAINI-29,BARRA DE INICIO T51,UNIDAD,ACEROS DE PERFORACIÓN
BARRAINI-30,BARRA DE INICIO T51,UNIDAD,ACEROS DE PERFORACIÓN
BARRAINI-31,BARRA DE INICIO T51 ATLAS COPCO ,UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-41,"BARRA DE PERFORACION T38 MF 3,6 MTS BOART LONGYEAR",UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-42,"BARRA DE PERFORACION T38 MM 3,6M DOBLE ROSCA EN DOS EXTREMOS",UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-43,BARRA DE PERFORACION T38 MM 3M CON ROSCA EN DOS EXTREMOS CON MANGUITO,UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-44,BARRA DE PERFORACION T38 MM 3M DOBLE ROSCA EN DOS EXTREMOS CON BROCA,UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-45,"BARRA DE PERFORACION T45 MF 3,6 MTS BOART LONGYEAR",UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-46,"BARRA DE PERFORACION T45 MF 3,6 MTS ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-47,"BARRA DE PERFORACION T51 MF 3,6 MTS ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-48,"BARRA DE PERFORACION T51 MF 3,6 MTS ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-94,"BROCA DTH 5 1/2"" ",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-95,"BROCA RETRACTIL T60  6""",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-96,"BROCA SPD 6""  ",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-97,"BROCA T38 6"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-98,"BROCA T45 6 1/2"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-99,"BROCA T45 6"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-100,"BROCA T51 CONV. 5 1/2"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-101,"BROCA T60 RETRACTIL 6"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-102,"BROCA T60 RETRACTIL 6"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
SC-221,KIT SELLOS SPD,UNIDAD,REPUESTOS
MANGUITO-08,MANGUITO T51,UNIDAD,ACEROS DE PERFORACIÓN
SC-222,MORDAZA  PAR T51 PARA RELLENAR,UNIDAD,REPUESTOS
SC-223,"TUBO 66T 6 1/2"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
SC-224,"TUBO DE INICIO 6 1/2"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
SC-225,"TUBO DE INICIO DTH QL5 3 1/2"" ROCKMORE",UNIDAD,ACEROS DE PERFORACIÓN
SC-226,"TUBO DE INICIO SPD 3 1/2""",UNIDAD,ACEROS DE PERFORACIÓN
SC-227,"TUBO GUIA 2,1M L8",UNIDAD,ACEROS DE PERFORACIÓN
SC-228,"TUBO GUIA T38 1,3M",UNIDAD,ACEROS DE PERFORACIÓN
SC-229,"TUBO GUIA T45 1,93M",UNIDAD,ACEROS DE PERFORACIÓN
SC-230,ZAPATA 600/650 DTH HAMMER,UNIDAD,ACEROS DE PERFORACIÓN
SC-231,ZAPATA PORTA BIT HD SPD,UNIDAD,ACEROS DE PERFORACIÓN
SC-232,ZAPATA PORTA BIT STANDARD SPD,UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-49,"BARRAS DE PERFORACION T51 MF 3,6 MTS",UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-50,"BARRA DE PERFORACION T45 MF 3,6 MTS",UNIDAD,ACEROS DE PERFORACIÓN
1584,MARTILLO MANUAL YT27 USADOS,UNIDAD,ACEROS DE PERFORACIÓN
1581,MARTILLO MANUAL Y24 USADOS,UNIDAD,ACEROS DE PERFORACIÓN
1585,"TRAMO DE MANGUERA DE AIRE 3/4"" DE 20MTS",UNIDAD,ACEROS DE PERFORACIÓN
1586,LUBRICADOR DE LÍNEA,UNIDAD,ACEROS DE PERFORACIÓN
1587,LLAVE PARA BARRENO,UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-51,"BARRAS DE PERFORACION T51 MF 3,6 MTS USADAS",UNIDAD,ACEROS DE PERFORACIÓN
BARRAPERF-52,"BARRAS DE PERFORACION T45 MF 3,6 MTS",UNIDAD,ACEROS DE PERFORACIÓN
1590,TUBO GUIA T51 76MM,UNIDAD,ACEROS DE PERFORACIÓN
SC-233,GENERADOR DOWEL PAGGIO 700ES,UNIDAD,ACEROS DE PERFORACIÓN
SC-234,LUMINARIA LED CON TRIPODE,UNIDAD,ACEROS DE PERFORACIÓN
140109,BIT BTN STR 076 HM45 BR8H11/4H11/1H11 4F1G,UNIDAD,ACEROS DE PERFORACIÓN
210038,ROD EXT M/F 3660 46R HM45 C,UNIDAD,ACEROS DE PERFORACIÓN
450575,SHK SVK HL700 HM51 052/600,UNIDAD,ACEROS DE PERFORACIÓN
BROCA-103,BROCA ROK 500-152-QL5-6pul,UNIDAD,ACEROS DE PERFORACIÓN
90029735,T 51 POWER BIT,UNIDAD,ACEROS DE PERFORACIÓN
10-1017,TUBO DE PERFORACION ROSCA API 2 3/8( 3-76MM)* PARED,UNIDAD,ACEROS DE PERFORACIÓN
11-1400,ADAPTADOR DE ROSCA API 2 3/8 REG MACHO A 3 1/2 REG H,UNIDAD,ACEROS DE PERFORACIÓN
11-1031,ADAPTADOR DE ROSCA API 2 3/8 REG HEMBRA A 3 1/2 REG,UNIDAD,ACEROS DE PERFORACIÓN
50257-10,MARTILLO DE FONDO DE 5 PULG- QL5/QL5O,UNIDAD,ACEROS DE PERFORACIÓN
BROCA-104,BROCA PARA MARTILLO DE FONDO DHD 360-6 PULG.-152 mm,UNIDAD,ACEROS DE PERFORACIÓN
50068-10,MARTILLO DE FONDO ROK600T-001,UNIDAD,ACEROS DE PERFORACIÓN
BARRAEXT-01,BARRA DE EXTENSION T45-MF-(12-3660 MM),UNIDAD,ACEROS DE PERFORACIÓN
AC-BRI-01,Bridas porta bujes según muestra,UNIDAD,ACEROS DE PERFORACIÓN
AC-BRI-02,Bujes de Bronce según muestra,UNIDAD,ACEROS DE PERFORACIÓN
AC-BRI-03,Juego Mordaza T45 Templadas,UNIDAD,ACEROS DE PERFORACIÓN
AC-BRI-04,Juego Mordaza T51 Templadas,UNIDAD,ACEROS DE PERFORACIÓN
44989,"T51, 5-1/2"" BUTTON, DC, 8G T51-140BDC-1440- SIN RETRACTIL",UNIDAD,ACEROS DE PERFORACIÓN
SC-235,"BIT RETAINER RINGS, 600/650- MEDIALUNA",UNIDAD,ACEROS DE PERFORACIÓN
600DS-001,"DRIVER SUB, QL6/QL6T, 600- PORTABROCAS",UNIDAD,ACEROS DE PERFORACIÓN
"
45236","BROCAS CON SHANK QL6- 165 MM- 6 1/2""",UNIDAD,ACEROS DE PERFORACIÓN
BROCA-104,BROCA GT60-140BRTDC-18,UNIDAD,ACEROS DE PERFORACIÓN
BARRAEXT-02,BARRA DE EXTENSIO?N GT60-MF - 14 - 4270 MM,UNIDAD,ACEROS DE PERFORACIÓN
41622,CUPLA T51,UNIDAD,ACEROS DE PERFORACIÓN
50068-10,MARTILLO DE FONDO ROK600T-001,UNIDAD,ACEROS DE PERFORACIÓN
BROCA-105,BROCA PARA MARTILLO ROK 650 - QL6-6 1/2 PULG.-165mm,UNIDAD,ACEROS DE PERFORACIÓN
