CÓDIGO,UNIDAD DE MEDIDA,DESCRIPCIÓN
2125-6691-000,UN,JUEGO DE DIAFRAGMAS
2125-6692-000,UN,DISCO DE CIERRE
2125-6694-000,UN,ANILLO DE PRESIÓN
2125-6695-000,UN,CHAPA DE ELEVACIÓN, COMP.
2125-6726-070,UN,DIAFRAGMA DE REGULACIÓN
2125-6726-100,UN,DIAFRAGMA DE REGULACIÓN
2125-6726-110,UN,DIAFRAGMA DE REGULACIÓN
2125-7712-000,UN,BOQUILLA DE ENTRADA
2125-8811-000,UN,FONDO DE LA CÁMARA DE ACEITE
2125-8851-010,UN,TAPA DE INSPECCIÓN
2125-9001-020,UN,MAN. INSTR. Y LISTA PZAS. REP.
2125-9806-000,UN,PIEZA DE PRESIÓN
2126-1001-020,UN,BASTIDOR (EN UNA PIEZA)
2126-1028-000,UN,BRIDA INTERMEDIA
2126-2110-000,UN,JUEGO DE PIEZAS DE CONEXIÓN TUBO
2126-3390-000,UN,EMBRAGUE, COMP.
2126-3420-020,UN,HUSILLO
2126-3420-040,UN,HUSILLO
2126-3420-050,UN,HUSILLO
2126-3429-060,UN,HUSILLO, COMP.
2126-3429-070,UN,HUSILLO, COMP.
2126-3441-000,UN,RUEDA HELICOIDAL (DE UNA PIEZA)
2126-3441-010,UN,RUEDA HELICOIDAL (DE UNA PIEZA)
2126-3449-000,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2126-3449-010,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2126-3449-020,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2126-6610-010,UN,TAPA DEL TAMBOR, COMP.
2126-6620-000,UN,DISTRIBUIDOR, COMP.
2126-6650-000,UN,PLATO SEPARADOR, SOLD.
2126-6663-000,UN,PLATO, COMP.
2126-6663-010,UN,PLATO, COMP.
2126-6663-020,UN,PLATO, COMP.
2126-6663-030,UN,PLATO, COMP.
2126-6663-050,UN,PLATO, COMP.
2126-6663-070,UN,PLATO, COMP.
2126-6691-000,UN,JUEGO DE DIAFRAGMAS
2126-6695-000,UN,CHAPA DE ELEVACIÓN, COMP.
2126-7471-000,UN,TUBO
2126-8808-000,UN,CAPÓ CON CASQUILLOS DE INSERCIÓN
2126-8816-010,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2126-9902-110,UN,JUEGO DE PIEZAS DE REPUESTO
2128-1123-000,UN,TUBO
2128-6645-000,UN,TAPA DE LA CÁMARA DE LA PINZA
2128-6726-060,UN,DIAFRAGMA DE REGULACIÓN
2129-2188-000,UN,ARO DE RETENCIÓN
2129-2213-000,UN,PINZA SIMPLE, COMP.
2131-3290-000,UN,INTERRUPTOR, COMP.
2131-6645-000,UN,TAPA DE LA CÁMARA DE LA PINZA
2131-7095-000,UN,PIEZA DE CONEXIÓN
2131-7601-000,UN,SISTEMA DE CONTROL DE PARO, COMP.
2131-7759-000,UN,CAPÓ, COMP.
2132-2213-000,UN,PINZA SIMPLE, COMP.
2132-3365-010,UN,DISCO DEL EMBRAGUE
2132-3420-000,UN,HUSILLO
2132-3420-010,UN,HUSILLO
2132-3429-020,UN,HUSILLO, COMP.
2132-3429-030,UN,HUSILLO, COMP.
2132-3449-000,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2132-3449-010,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2132-3468-000,UN,DISCO DE ARRASTRE
2132-6620-000,UN,DISTRIBUIDOR, COMP.
2132-6650-000,UN,PLATO SEPARADOR, SOLD.
2132-6691-000,UN,JUEGO DE DIAFRAGMAS
2132-8448-000,UN,TUBO, SOLD.
2132-9902-040,UN,JUEGO DE PIEZAS DE REPUESTO
2132-9902-050,UN,JUEGO PIEZAS REPUESTO ENGRANAJE
2132-9902-060,UN,JUEGO PIEZAS REPUESTO ENGRANAJE
2133-6645-000,UN,TAPA DE LA CÁMARA DE LA PINZA
2133-7601-000,UN,SISTEMA DE CONTROL DE PARO, COMP.
2133-9926-000,UN,JUEGO DE TUBOS
2138-9001-200,UN,MAN. INSTR. Y LISTA PZAS. REP.
2140-1047-000,UN,PUNTAL DE INSPECCIÓN
2140-2191-040,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2140-2191-060,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2140-9903-010,UN,JUEGO DE ACCESORIOS III
2142-2239-000,UN,ANILLA DE SEPARACIÓN
2142-2241-000,UN,PINZA, COMP.
2142-2337-000,UN,RODETE DE MANDO
2142-6501-000,UN,VÁLVULA DE MANGUITO
2142-6663-000,UN,PLATO, COMP.
2142-6680-010,UN,COMPONENTE DE ALETAS, SOLD.
2142-9935-000,UN,PIEZA DE PRESIÓN
2143-2191-020,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2143-2191-040,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2143-2191-060,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2143-2241-000,UN,PINZA INFERIOR, COMP.
2143-2241-010,UN,PINZA INFERIOR, COMP.
2143-2252-000,UN,PINZA SUPERIOR, SOLD.
2143-2252-010,UN,PINZA SUPERIOR, SOLD.
2143-2252-020,UN,PINZA SUPERIOR, SOLD.
2143-6620-010,UN,DISTRIBUIDOR, COMP.
2143-6645-010,UN,TAPA DE LA CÁMARA DE LA PINZA
2143-6650-000,UN,PLATO SEPARADOR, SOLD.
2143-6650-020,UN,PLATO SEPARADOR, SOLD.
2143-6663-010,UN,PLATO, COMP.
2143-6663-030,UN,PLATO, COMP.
2143-6687-000,UN,ARANDELA / DISCO
2143-6687-010,UN,ARANDELA / DISCO
2143-6687-020,UN,ARANDELA / DISCO
2143-6691-020,UN,JUEGO DE DIAFRAGMAS
2143-7095-020,UN,PIEZA DE CONEXIÓN
2143-9926-000,UN,JUEGO DE TUBOS
2143-9926-020,UN,JUEGO DE TUBOS
2144-1085-000,UN,CHAPA DE VENTILACIÓN
2144-1092-000,UN,ARANDELA / DISCO
2144-1112-000,UN,CARCASA DE RODAMIENTO DE POSO
2144-1222-000,UN,CASQUILLO ARTICULADO
2144-2110-000,UN,JUEGO DE PIEZAS DE CONEXIÓN TUBO
2144-2213-000,UN,PINZA SIMPLE, COMP.
2144-3468-000,UN,DISCO DE ARRASTRE
2144-3468-010,UN,DISCO DE ARRASTRE
2144-6650-000,UN,PLATO SEPARADOR, SOLD.
2144-8816-000,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2144-8816-010,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2144-8816-020,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2144-9902-060,UN,JUEGO DE PIEZAS DE REPUESTO
2144-9902-070,UN,JUEGO DE PIEZAS DE REPUESTO
2145-1795-010,UN,ANILLO DE IMPACTO
2145-6604-030,UN,PARTE INFERIOR DEL TAMBOR, COMP.
2145-6610-029,UN,TAPA DEL TAMBOR, COMP.
2145-6631-010,UN,ANILLO DE CIERRE
2145-6631-020,UN,ANILLO DE CIERRE
2146-1001-020,UN,PARTE INFERIOR DEL BASTIDOR
2146-1002-000,UN,PARTE SUPERIOR DEL BASTIDOR
2146-1031-000,UN,PERNO DE FRENO, COMP.
2146-1033-000,UN,PERNO
2146-1120-000,UN,PLANCHA DE RECUBRIMIENTO
2146-1159-000,UN,PIEZAS DE CONEXIÓN PARA BOMBA, COMP.
2146-1161-000,UN,TORNILLO HEXAGONAL
2146-1161-010,UN,TORNILLO ROSCADO
2146-1177-000,UN,TUBO ACODADO, SOLD.
2146-1177-010,UN,TUBO ACODADO, SOLD.
2146-1219-000,UN,SIST. ALIM. AGUA CONTROL, SOLD.
2146-3264-000,UN,MIRILLA
2146-3320-000,UN,ACOPL. DE BOMBA, COMP.
2146-3320-010,UN,ACOPL. DE BOMBA, COMP.
2146-3346-000,UN,UNIÓN ROSCADA GIRATORIA
2146-3365-020,UN,DISCO DEL EMBRAGUE
2146-3375-000,UN,TAPA DE COJINETE
2146-3375-010,UN,TAPA DE COJINETE
2146-3376-000,UN,TAPA DE COJINETE
2146-3378-000,UN,TAPA DE COJINETE, COMP.
2146-3400-000,UN,EJE DE LA RUEDA HELICOIDAL
2146-3420-000,UN,HUSILLO
2146-3420-010,UN,HUSILLO
2146-3420-040,UN,HUSILLO
2146-3429-040,UN,HUSILLO, COMP.
2146-3429-050,UN,HUSILLO, COMP.
2146-3441-020,UN,RUEDA HELICOIDAL (DE UNA PIEZA)
2146-3441-030,UN,RUEDA HELICOIDAL (DE UNA PIEZA)
2146-3447-010,UN,ARANDELA DE APRIETE DENTADA
2146-3447-020,UN,ARANDELA DE APRIETE
2146-3449-020,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2146-3449-030,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2146-3449-040,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2146-3449-050,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2146-3449-060,UN,RUEDA HELIC. CON ARANDELA APRIETE, COMP.
2146-3468-010,UN,DISCO DE ARRASTRE
2146-3488-000,UN,ÁRBOL
2146-3513-000,UN,PERNO
2146-6161-000,UN,TORNILLO DEL HUSILLO
2146-6425-010,UN,FONDO DE LA CÁMARA DE CIERRE, COMP.
2146-6425-030,UN,FONDO DE LA CÁMARA DE CIERRE, COMP.
2146-6442-010,UN,ANILLO
2146-6469-000,UN,ANILLO DE DESCARGA PARCIAL
2146-6503-020,UN,PISTÓN ANULAR
2146-6503-050,UN,PISTÓN ANULAR
2146-6604-010,UN,PARTE INFERIOR DEL TAMBOR, COMP.
2146-6610-030,UN,TAPA DEL TAMBOR, COMP.
2146-6620-000,UN,DISTRIBUIDOR, COMP.
2146-6631-000,UN,ANILLO DE CIERRE
2146-6642-010,UN,TAPA DE LA CÁMARA DE LA PINZA
2146-6647-000,UN,PERNO DE RETENCIÓN
2146-6650-000,UN,PLATO SEPARADOR, SOLD.
2146-6650-010,UN,PLATO SEPARADOR, SOLD.
2146-6660-010,UN,SOPORTE DE PLATOS, COMP.
2146-6663-000,UN,PLATO, COMP.
2146-6663-010,UN,PLATO, COMP.
2146-6663-020,UN,PLATO, COMP.
2146-6691-010,UN,JUEGO DE DIAFRAGMAS
2146-6691-020,UN,JUEGO DE DIAFRAGMAS
2146-6698-000,UN,BASE DE LA CÁMARA DE AGUA
2146-6726-180,UN,DIAFRAGMA DE REGULACIÓN
2146-7708-000,UN,PIEZA DE REDUCCIÓN
2146-8472-000,UN,TUBO ACODADO
2146-8800-040,UN,CAPÓ, COMP.
2146-8809-000,UN,TAPA DEL CAPÓ CON CASQUILLOS ROSCADOS
2146-8809-020,UN,TAPA DEL CAPÓ CON CASQUILLOS ROSCADOS
2146-9001-010,UN,MAN. INSTR. Y LISTA PZAS. REP.
2146-9769-010,UN,JUEGO PZAS.  PUESTA EN FUNCIONAMIENTO
2146-9822-000,UN,CAMPANA
2146-9860-020,UN,DISPOSITIVO DE MONTAJE, COMP.
2146-9860-030,UN,DISPOSITIVO DE MONTAJE, COMP.
2146-9902-090,UN,JUEGO DE PIEZAS DE REPUESTO
2146-9902-130,UN,JUEGO DE PIEZAS DE REPUESTO
2146-9902-150,UN,JUEGO PIEZAS REPUESTO ENGRANAJE
2146-9902-160,UN,JUEGO PIEZAS REPUESTO ENGRANAJE
2146-9902-180,UN,JUEGO DE PIEZAS DE REPUESTO
2146-9902-190,UN,JUEGO PIEZAS REPUESTO TAMBOR/CAPÓ
2146-9910-000,UN,EXTRACTOR, COMP.
2146-9911-000,UN,EXTRACTOR
2147-2191-000,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2147-8809-020,UN,TAPA DEL CAPÓ
2148-1193-000,UN,NERVIO
2148-2213-000,UN,PINZA SIMPLE, COMP.
2148-8456-000,UN,CASQUILLO
2149-2213-010,UN,PINZA SIMPLE, COMP.
2149-6663-030,UN,PLATO, COMP.
2159-2804-000,UN,CAJA DE CONEXIONES CON VÁLVULA DE AJUSTE
2159-2831-000,UN,FILTRO DE COMPENSACIÓN, SOLD.
2159-2831-010,UN,FILTRO DE COMPENSACIÓN, SOLD.
2159-2832-000,UN,FILTRO DE COMPENSACIÓN, COMP.
2159-3390-000,UN,EMBRAGUE, COMP.
2159-3420-000,UN,HUSILLO
2159-3420-010,UN,HUSILLO
2159-3429-020,UN,HUSILLO, COMP.
2159-3429-030,UN,HUSILLO, COMP.
2159-3449-000,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2159-3449-010,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2159-6601-000,UN,PARTE INFERIOR DEL TAMBOR
2159-6611-050,UN,TAPA DEL TAMBOR
2159-6620-040,UN,DISTRIBUIDOR, COMP.
2159-6663-000,UN,PLATO, COMP.
2159-6669-000,UN,PLATO DE PROTECCIÓN CONTRA LA CORROSIÓN
2159-6694-000,UN,ANILLO DE PRESIÓN
2159-6695-000,UN,CHAPA DE ELEVACIÓN, COMP.
2160-1031-000,UN,PERNO DE FRENO, COMP.
2160-1043-000,UN,FRENO, COMP.
2160-2348-000,UN,COMPUERTA
2160-2350-020,UN,DETECTOR DE FLUJO, COMP.
2160-2350-030,UN,DETECTOR DE FLUJO, COMP.
2160-2352-010,UN,CARCASA CON CASQUILLOS ROSCADOS
2160-2806-000,UN,PLACA PERF. COL. CON PZAS. CONEX., COMP.
2160-3320-000,UN,ACOPL. DE BOMBA, COMP.
2160-3322-000,UN,DISCO DEL EMBRAGUE, COMP.
2160-3325-000,UN,DISCO DEL EMBRAGUE, COMP.
2160-3429-030,UN,HUSILLO, COMP.
2160-3429-040,UN,HUSILLO, COMP.
2160-3447-000,UN,ARANDELA DE APRIETE DENTADA
2160-3449-000,UN,RUEDA HELICOIDAL, COMP.
2160-3449-010,UN,RUEDA HELICOIDAL, COMP.
2160-3468-000,UN,DISCO DE ARRASTRE
2160-3468-010,UN,DISCO DE ARRASTRE
2160-3468-060,UN,DISCO DE ARRASTRE
2160-3468-090,UN,DISCO DE ARRASTRE
2160-3468-100,UN,DISCO DE ARRASTRE
2160-3487-000,UN,RUEDA HELICOIDAL
2160-3497-010,UN,DISCO INDICADOR DE REVOLUCIONES
2160-8768-000,UN,TUBO DE ENTRADA, COMP.
2160-8816-000,UN,REGULADOR DE AGUA SUPLEMENTARIA, COMP.
2160-8817-000,UN,CAPERUZA DE CIERRE
2160-8850-000,UN,TAPA DE INSPECCIÓN, COMP.
2160-9915-000,UN,EXTRACTOR DEL TAMBOR, COMP.
2161-1126-000,UN,COJINETE DE APOYO
2161-2262-000,UN,TUBO DE ACEITE LIMPIO, SOLD.
2161-3320-020,UN,ACOPL. DE BOMBA, COMP.
2161-3322-000,UN,DISCO DEL EMBRAGUE, COMP.
2161-3322-010,UN,DISCO DEL EMBRAGUE, COMP.
2161-3420-000,UN,HUSILLO
2161-3420-010,UN,HUSILLO
2161-3420-030,UN,HUSILLO
2161-3429-040,UN,HUSILLO, COMP.
2161-3429-050,UN,HUSILLO, COMP.
2161-3429-060,UN,HUSILLO, COMP.
2161-3449-000,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2161-3449-010,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2161-3487-000,UN,RUEDA HELICOIDAL
2161-3495-010,UN,INDICADOR DE REVOLUCIONES, COMP.
2161-9915-000,UN,EXTRACTOR DEL TAMBOR, COMP.
2161-9916-000,UN,PIEZA ROSCADA
2162-1021-000,UN,BRIDA INTERMEDIA, COMP.
2162-1448-040,UN,TUBO, SOLD.
2162-2129-000,UN,TUBO FLEXIBLE ONDULADO, COMP.
2162-3320-000,UN,ACOPL. DE BOMBA, COMP.
2162-3325-000,UN,DISCO DEL EMBRAGUE, COMP.
2162-3403-000,UN,ANILLA DE SEPARACIÓN
2162-3429-020,UN,HUSILLO, COMP.
2162-3429-050,UN,HUSILLO, COMP.
2162-3429-060,UN,HUSILLO, COMP.
2162-3429-070,UN,HUSILLO, COMP.
2162-3446-000,UN,ARANDELA DE APRIETE DENTADA
2162-3449-000,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2162-3449-010,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2162-3449-020,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2162-3449-030,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2162-3487-000,UN,RUEDA HELICOIDAL
2162-3488-010,UN,ÁRBOL
2162-3493-000,UN,CAJA DEL CONTROLADOR
2162-3495-010,UN,INDICADOR DE REVOLUCIONES, COMP.
2163-2342-000,UN,FLOTADOR
2163-2348-000,UN,COMPUERTA
2163-2349-020,UN,INTERRUPTOR DE FLOTADOR
2163-2350-060,UN,DETECTOR DE FLUJO, COMP.
2163-2352-010,UN,CARCASA
2163-2806-000,UN,PLACA PERF. COL. CON PZAS. CONEX., COMP.
2163-2806-010,UN,PLACA PERF. COL. CON PZAS. CONEX., COMP.
2163-3410-010,UN,HUSILLO
2163-3429-010,UN,HUSILLO, COMP.
2163-3449-000,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2163-3449-010,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2163-3449-020,UN,RUEDA HELICOIDAL CON DISCOS TENSORES
2163-3453-000,UN,CHAPA
2163-8809-010,UN,TAPA DEL CAPÓ CON CASQUILLOS ROSCADOS
2163-8817-000,UN,CAPERUZA DE CIERRE
2163-8850-000,UN,TAPA DE INSPECCIÓN, COMP.
2163-8850-010,UN,TAPA DE INSPECCIÓN, COMP.
2163-8850-040,UN,TAPA DE INSPECCIÓN, COMP.
2163-8851-030,UN,TAPA DE INSPECCIÓN
2164-2806-000,UN,PLACA PERF. COL. CON PZAS. CONEX., COMP.
2164-3429-040,UN,HUSILLO, COMP.
2167-3410-000,UN,HUSILLO
2167-3429-020,UN,HUSILLO, COMP.
2168-1031-000,UN,PERNO DE FRENO, COMP.
2168-1043-000,UN,FRENO, COMP.
2168-1121-000,UN,BRIDA, COMP.
2168-1124-000,UN,BRIDA
2168-1159-160,UN,PIEZAS DE CONEXIÓN PARA BOMBA, COMP.
2168-2110-000,UN,JUEGO DE PIEZAS DE CONEXIÓN TUBO
2168-2129-010,UN,TUBO FLEXIBLE ONDULADO, COMP.
2168-2213-010,UN,PINZA SIMPLE, COMP.
2168-2213-020,UN,PINZA, COMP.
2168-2213-030,UN,PINZA SIMPLE, COMP.
2168-2239-000,UN,ANILLA DE SEPARACIÓN
2168-2239-010,UN,CASQUILLO DE SEPARACIÓN
2168-2241-000,UN,PINZA, COMP.
2168-2337-020,UN,RODETE DE MANDO
2168-2338-000,UN,RODETE DE MANDO, COMP.
2168-2776-020,UN,SIFÓN, SOLD.
2168-2805-050,UN,ELEMENTO DE CONEXIÓN, COMP.
2168-2831-010,UN,FILTRO DE COMPENSACIÓN, SOLD.
2168-2831-050,UN,FILTRO DE COMPENSACIÓN, SOLD.
2168-2831-060,UN,FILTRO DE COMPENSACIÓN, SOLD.
2168-2831-080,UN,FILTRO DE COMPENSACIÓN, SOLD.
2168-2831-090,UN,FILTRO DE COMPENSACIÓN, SOLD.
2168-2831-100,UN,FILTRO DE COMPENSACIÓN, SOLD.
2168-2831-110,UN,FILTRO DE COMPENSACIÓN, SOLD.
2168-2832-000,UN,FILTRO DE COMPENSACIÓN, COMP.
2168-2832-020,UN,FILTRO DE COMPENSACIÓN, COMP.
2168-3320-000,UN,ACOPL. DE BOMBA, COMP.
2168-3320-010,UN,ACOPL. DE BOMBA, COMP.
2168-3323-000,UN,SEMIACOPL. (SEPARADOR)
2168-3323-010,UN,SEMIACOPL. (BOMBA)
2168-3323-020,UN,SEMIACOPL. (BOMBA)
2168-6490-010,UN,CHAPA DE DESGASTE
2168-6610-020,UN,TAPA DEL TAMBOR, COMP.
2168-6620-000,UN,DISTRIBUIDOR, COMP.
2168-6620-010,UN,DISTRIBUIDOR, COMP.
2168-6620-030,UN,DISTRIBUIDOR, COMP.
2168-6627-000,UN,ANILLO ROSCADO
2168-6627-010,UN,ANILLO ROSCADO
2168-6627-020,UN,ANILLO ROSCADO
2168-6627-030,UN,ANILLO ROSCADO
2168-6631-020,UN,ANILLO DE CIERRE
2168-6642-000,UN,TAPA DE LA CÁMARA DE LA PINZA, COMP.
2168-6642-060,UN,TAPA DE LA CÁMARA DE LA PINZA, COMP.
2168-6645-020,UN,TAPA DE LA CÁMARA DE LA PINZA
2168-6645-040,UN,TAPA DE LA CÁMARA DE LA PINZA
2168-6645-050,UN,TAPA DE LA CÁMARA DE LA PINZA
2168-6645-080,UN,TAPA DE LA CÁMARA DE LA PINZA
2168-6650-000,UN,PLATO SEPARADOR, SOLD.
2168-6650-030,UN,PLATO SEPARADOR, SOLD.
2168-6650-050,UN,PLATO SEPARADOR, SOLD.
2168-6663-000,UN,PLATO, COMP.
2168-6663-040,UN,PLATO, COMP.
2168-6663-050,UN,PLATO, COMP.
2168-6663-070,UN,PLATO, COMP.
2168-6691-000,UN,JUEGO DE DIAFRAGMAS
2168-6691-010,UN,JUEGO DE DIAFRAGMAS
2168-6726-150,UN,DIAFRAGMA DE REGULACIÓN
2168-6726-200,UN,DIAFRAGMA DE REGULACIÓN
2168-6726-210,UN,DIAFRAGMA DE REGULACIÓN
2168-6726-220,UN,DIAFRAGMA DE REGULACIÓN
2168-8215-000,UN,GRIFERÍA DE ALIMENTACIÓN, COMP.
2168-8448-000,UN,TUBO, SOLD.
2168-8472-000,UN,TUBO ACODADO
2168-8769-000,UN,MANGA, COMP.
2168-8769-010,UN,MANGA, COMP.
2168-8769-020,UN,MANGA, COMP.
2168-8815-010,UN,PARTE INFERIOR DEL CAPÓ, COMP.
2168-8816-010,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2168-8816-020,UN,LÍNEA DE SUMINISTRO DE AGUA, COMP.
2168-8841-000,UN,CAJA DE MIRILLA
2168-9001-040,UN,MAN. INSTR. Y LISTA PZAS. REP.
2168-9800-000,UN,EXTRACTOR, COMP.
2168-9800-010,UN,EXTRACTOR, COMP.
2168-9822-000,UN,CAMPANA
2168-9902-560,UN,JUEGO PIEZAS REPUESTO TAMBOR/CAPÓ
2168-9902-570,UN,JUEGO PIEZAS REPUESTO TAMBOR/CAPÓ
2168-9902-580,UN,JUEGO DE PIEZAS DE REPUESTO
2168-9902-590,UN,JUEGO DE PIEZAS DE REPUESTO
2168-9902-600,UN,JUEGO DE PIEZAS DE REPUESTO
2168-9902-610,UN,JUEGO PIEZAS REPUESTO TAMBOR/CAPÓ
2168-9930-010,UN,MECANISMO DE EXTRACCIÓN, COMP.
2169-1031-000,UN,PERNO DE FRENO, COMP.
2169-1043-020,UN,FRENO NEUMÁTICO, COMP.
2169-1062-010,UN,CHAPA DE DESGASTE
2169-1112-010,UN,CARCASA DE RODAMIENTO DE POSO
2169-1112-020,UN,CARCASA DE RODAMIENTO DE POSO
2169-1121-000,UN,BRIDA, COMP.
2169-1124-030,UN,BRIDA
2169-1124-040,UN,BRIDA
2169-1124-050,UN,BRIDA
2169-2213-030,UN,PINZA, COMP.
2169-2213-040,UN,PINZA SIMPLE, COMP.
2169-2252-000,UN,PINZA, COMP.
2169-2252-010,UN,PINZA, COMP.
2169-2337-010,UN,RODETE DE MANDO
2169-2831-020,UN,FILTRO DE COMPENSACIÓN, SOLD.
2169-2831-030,UN,FILTRO DE COMPENSACIÓN, SOLD.
2169-2832-010,UN,FILTRO DE COMPENSACIÓN, SOLD.
2169-3323-000,UN,SEMIACOPL. (SEPARADOR)
2169-3375-000,UN,TAPA DE COJINETE
2169-3400-000,UN,EJE DE LA RUEDA HELICOIDAL
2169-3400-010,UN,EJE DE LA RUEDA HELICOIDAL
2169-3400-030,UN,EJE DE LA RUEDA HELICOIDAL
2169-3410-000,UN,HUSILLO
2169-3420-000,UN,HUSILLO
2169-3420-010,UN,HUSILLO
2169-3420-040,UN,HUSILLO
2169-3420-060,UN,HUSILLO
2169-3420-110,UN,HUSILLO
2169-3420-130,UN,HUSILLO
2169-3423-000,UN,ROSCA HELICOIDAL
2169-3423-010,UN,ROSCA HELICOIDAL
2169-3423-020,UN,ROSCA HELICOIDAL
2169-3423-030,UN,ROSCA HELICOIDAL
2169-3429-290,UN,HUSILLO, COMP.
2169-3429-310,UN,HUSILLO, COMP.
2169-3429-340,UN,HUSILLO, COMP.
2169-3429-370,UN,HUSILLO, COMP.
2169-3440-000,UN,RUEDA HELICOIDAL, COMP.
2169-3440-010,UN,RUEDA HELICOIDAL, COMP.
2169-3440-020,UN,RUEDA HELICOIDAL, COMP.
2169-3440-050,UN,RUEDA HELICOIDAL, COMP.
2169-3440-060,UN,RUEDA HELICOIDAL, COMP.
2169-3440-070,UN,RUEDA HELICOIDAL, COMP.
2169-3440-080,UN,RUEDA HELICOIDAL, COMP.
2169-3440-130,UN,RUEDA HELICOIDAL, COMP.
2169-3468-020,UN,DISCO DE ARRASTRE
2169-3468-030,UN,DISCO DE ARRASTRE
2169-3468-090,UN,DISCO DE ARRASTRE
2169-3511-000,UN,PIEZA DE ACOPL., COMP.
2169-6430-040,UN,FONDO DEL RECINTO DE CENTRIFUGACIÓN
2169-6453-000,UN,CHAPA PROTECTORA
2169-6469-030,UN,ANILLO, SOLD.
2169-6492-030,UN,CHAPA DE DESGASTE
2169-6492-040,UN,CHAPA DE DESGASTE
2169-6500-040,UN,VÁLVULA DE MANGUITO, COMP.
2169-6500-060,UN,VÁLVULA DE MANGUITO, COMP.
2169-6501-070,UN,VÁLVULA DE MANGUITO
2169-6501-080,UN,VÁLVULA DE MANGUITO
2169-6612-000,UN,NERVIO
2169-6627-030,UN,ANILLO ROSCADO
2169-6627-040,UN,ANILLO ROSCADO
2169-6631-050,UN,ANILLO DE CIERRE
2169-6631-070,UN,ANILLO DE CIERRE
2169-6645-010,UN,TAPA DE LA CÁMARA DE LA PINZA
2169-6645-020,UN,TAPA DE LA CÁMARA DE LA PINZA
2169-6645-060,UN,TAPA DE LA CÁMARA DE LA PINZA
2169-6650-000,UN,PLATO SEPARADOR, SOLD.
2169-6650-030,UN,PLATO SEPARADOR, SOLD.
2169-6663-000,UN,PLATO, COMP.
2169-6663-010,UN,PLATO, COMP.
2169-6663-050,UN,PLATO, COMP.
2169-6663-080,UN,PLATO, COMP.
2169-6663-150,UN,PLATO, COMP.
2169-9805-000,UN,PIEZA DE PRESIÓN, COMP.
2169-9820-030,UN,DISPOSITIVO COMPRESOR, COMP.
2169-9820-040,UN,DISPOSITIVO COMPRESOR, COMP.
2169-9822-010,UN,CAMPANA
2169-9855-000,UN,LLAVE, COMP.
2169-9877-000,UN,PERNO
2169-9877-010,UN,PERNO
2169-9877-020,UN,PERNO
2169-9958-000,UN,CARCASA, COMP.
2169-9958-020,UN,CARCASA, COMP.
2169-9958-030,UN,CARCASA, COMP.
2169-9959-020,UN,CARCASA
2169-9959-030,UN,CARCASA
2169-9960-010,UN,DISPOSITIVO ELEVADOR, COMP.
2169-9960-020,UN,DISPOSITIVO ELEVADOR, COMP.
2169-9970-000,UN,MECANISMO DE EXTRACCIÓN, COMP.
2170-1031-000,UN,PERNO DE FRENO, COMP.
2170-1031-010,UN,PERNO DE FRENO, COMP.
2170-1038-000,UN,CAJA DE FRENOS
2170-1126-010,UN,SOPORTE DE APOYO, SOLD.
2170-1219-000,UN,SIST. ALIM. AGUA CONTROL, SOLD.
2170-1222-000,UN,CASQUILLO ARTICULADO
2170-2191-010,UN,CUERPO DE LA EMPUÑADURA, SOLD.
2170-2213-010,UN,PINZA SIMPLE, COMP.
2170-2239-010,UN,CASQUILLO DE SEPARACIÓN
2170-3305-000,UN,ANILLO
2170-3356-010,UN,CASQUILLO
2170-3370-010,UN,DISCO DEL EMBRAGUE, COMP.
2170-3375-000,UN,TAPA DE COJINETE
