CÓDIGO,UNIDAD DE MEDIDA,DESCRIPCIÓN
8176-2297-030,UN,LÍNEA ALIMENTACIÓN PRODUCTO, COMP.
8176-2705-010,UN,TUBO DE ENTRADA, SOLD.
8176-2705-030,UN,TUBO DE ENTRADA, SOLD.
8176-2705-070,UN,TUBO DE ENTRADA, SOLD.
8176-2705-090,UN,TUBO DE ENTRADA, SOLD.
8176-2705-100,UN,TUBO DE ENTRADA, SOLD.
8176-2705-150,UN,TUBO DE ENTRADA, SOLD.
8176-3145-000,UN,SOPORTE, SOLD.
8176-3330-020,UN,ACTUADOR, COMP.
8176-3346-000,UN,HUSILLO ROSCADO
8176-3358-000,UN,BUJE
8176-3358-030,UN,BUJE
8176-3400-000,UN,EJE DE ACCIONAMIENTO
8176-3477-000,UN,POLEA PLANA
8176-3483-000,UN,RUEDA DENTADA
8176-3995-000,UN,ACTUADOR
8176-3995-010,UN,ACTUADOR
8176-3995-030,UN,ACTUADOR
8176-6007-060,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8176-6007-070,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8176-6007-110,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8176-6007-120,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8176-6007-130,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8176-6375-000,UN,TAPA DE COJINETE
8176-6404-000,UN,COJINETE CILÍNDRICO
8176-6521-039,UN,CUBO DE COJINETE
8176-6521-160,UN,CUBO DE COJINETE, SOLD.
8176-6521-169,UN,CUBO DE COJINETE, SOLD.
8176-6521-180,UN,CUBO DE COJINETE, SOLD.
8176-6521-190,UN,CUBO DE COJINETE, SOLD.
8176-6530-000,UN,DEFLECTOR
8176-6629-000,UN,PLACA REGULADORA
8176-6629-010,UN,PLACA REGULADORA
8176-6629-070,UN,PLACA REGULADORA
8176-6629-090,UN,PLACA REGULADORA
8176-6629-240,UN,PLACA REGULADORA
8176-6629-250,UN,PLACA REGULADORA
8176-6629-260,UN,PLACA REGULADORA
8176-6629-270,UN,PLACA REGULADORA
8176-6629-280,UN,PLACA REGULADORA
8176-6629-340,UN,PLACA REGULADORA
8176-6629-350,UN,PLACA REGULADORA
8176-6637-000,UN,ARANDELA ESTRANGULADORA
8177-1005-090,UN,JUEGO JUNTAS PARA LA CARCASA
8177-1021-010,UN,BRIDA, COMP.
8177-1022-050,UN,BRIDA, SOLD.
8177-1022-120,UN,BRIDA, SOLD.
8177-1033-020,UN,JUEGO DE PERNOS EXTERIORES
8177-1033-030,UN,JUEGO DE PERNOS EXTERIORES
8177-1033-040,UN,JUEGO DE PERNOS EXTERIORES
8177-1033-060,UN,JUEGO DE PERNOS EXTERIORES
8177-1033-070,UN,JUEGO DE PERNOS EXTERIORES
8177-1061-110,UN,TAPA
8177-1065-120,UN,JUEGO DE CHAPAS PROTECTORAS
8177-1065-140,UN,JUEGO DE CHAPAS PROTECTORAS
8177-1065-150,UN,JUEGO DE CHAPAS PROTECTORAS
8177-1065-190,UN,JUEGO DE CHAPAS PROTECTORAS
8177-1065-200,UN,JUEGO DE CHAPAS PROTECTORAS
8177-1074-060,UN,CASQUILLO
8177-1074-070,UN,CASQUILLO
8177-1074-100,UN,CASQUILLO
8177-1074-110,UN,CASQUILLO
8177-1074-130,UN,CASQUILLO
8177-1079-150,UN,PLACA SOLDADA
8177-1079-160,UN,PLACA SOLDADA
8177-1079-170,UN,PLACA SOLDADA
8177-1114-000,UN,INTERCAMBIADOR DE CALOR
8177-1114-070,UN,INTERCAMBIADOR DE CALOR
8177-1122-060,UN,TUBO DE CONDUCCIÓN, SOLD.
8177-1123-040,UN,TUBO
8177-1123-060,UN,TUBO
8177-1124-050,UN,BRIDA
8177-1145-000,UN,SOPORTE, SOLD.
8177-1145-020,UN,SOPORTE, SOLD.
8177-1157-030,UN,ANILLO
8177-1157-100,UN,ANILLO
8177-1157-120,UN,ANILLO
8177-1161-020,UN,TORNILLO DE DESMONTAJE
8177-1161-090,UN,TORNILLO HEXAGONAL
8177-1164-000,UN,TORNILLO ROSCADO, COMP.
8177-1164-010,UN,TORNILLO ROSCADO, COMP.
8177-1235-010,UN,ANILLO DE LABERINTO, COMP.
8177-1265-000,UN,JUNTA
8177-1265-070,UN,JUNTA
8177-1265-080,UN,JUNTA
8177-1265-100,UN,JUNTA
8177-1265-110,UN,JUNTA
8177-1265-120,UN,JUNTA
8177-1265-140,UN,JUNTA
8177-1265-150,UN,JUNTA
8177-1265-160,UN,JUNTA
8177-1265-210,UN,JUNTA
8177-1265-220,UN,JUNTA
8177-1265-230,UN,JUNTA
8177-1453-410,UN,CHAPA
8177-1454-010,UN,ÁNGULO
8177-1469-130,UN,ANILLO INTERMEDIO
8177-1469-140,UN,ANILLO INTERMEDIO
8177-1469-380,UN,ANILLO INTERMEDIO
8177-1728-010,UN,MITAD DE ANILLO
8177-1728-020,UN,MITAD DE ANILLO
8177-1728-090,UN,MITAD DE ANILLO
8177-1728-100,UN,MITAD DE ANILLO
8177-1752-020,UN,COLECTOR, SOLD.
8177-2208-010,UN,TUBO, COMP.
8177-2208-020,UN,TUBO, SOLD.
8177-2208-030,UN,TUBO, COMP.
8177-2238-050,UN,TUBO ACODADO, SOLD.
8177-2238-070,UN,TUBO ACODADO, SOLD.
8177-2238-110,UN,TUBO ACODADO, SOLD.
8177-2252-070,UN,RODETE, SOLD.
8177-2290-010,UN,VÁLVULA, COMP.
8177-2461-000,UN,PIEZA PERFILADA
8177-2461-030,UN,PIEZA PERFILADA
8177-2469-150,UN,ANILLO
8177-2469-160,UN,ANILLO
8177-2473-120,UN,ARANDELA / DISCO
8177-2705-020,UN,TUBO DE ENTRADA, SOLD.
8177-2705-180,UN,TUBO DE ENTRADA, SOLD.
8177-2705-190,UN,TUBO DE ENTRADA, SOLD.
8177-2705-200,UN,TUBO DE ENTRADA, SOLD.
8177-2708-010,UN,TOBERA
8177-2777-010,UN,TUBO
8177-2777-030,UN,TUBO
8177-2777-040,UN,TUBO
8177-2777-060,UN,TUBO
8177-2777-070,UN,TUBO
8177-3013-000,UN,PLACA DE ASIENTO
8177-3051-030,UN,TORNILLO ROSCADO
8177-3117-030,UN,PLACA
8177-3117-040,UN,PLACA PROTECTORA
8177-3117-180,UN,PLACA
8177-3117-220,UN,PLACA
8177-3131-030,UN,ALOJAMIENTO DE COJINETE
8177-3131-050,UN,ALOJAMIENTO DE COJINETE
8177-3135-010,UN,ALOJAMIENTO DE COJINETE
8177-3136-000,UN,ALOJAMIENTO DE COJINETE, COMP.
8177-3161-000,UN,TORNILLO DE TOPE
8177-3210-010,UN,ENGRANAJE PLANETARIO, COMP.
8177-3210-030,UN,ENGRANAJE PLANETARIO, COMP.
8177-3217-000,UN,ANILLO, COMP.
8177-3217-010,UN,ANILLO, COMP.
8177-3217-030,UN,ANILLO, COMP.
8177-3217-050,UN,ANILLO, COMP.
8177-3253-000,UN,GRUPO DE BOMBA DE ENGRANAJES
8177-3258-010,UN,EMBRAGUE HIDRÁULICO, COMP.
8177-3261-020,UN,CAJA PARA LA TRANSMISIÓN CYCLO
8177-3263-000,UN,JUEGO DE RODILLOS DE ARRASTRE
8177-3263-020,UN,JUEGO DE RODILLOS DE ARRASTRE
8177-3263-030,UN,JUEGO DE RODILLOS EXTERIORES
8177-3263-040,UN,JUEGO DE RODILLOS EXTERIORES
8177-3263-050,UN,JUEGO DE RODILLOS EXTERIORES
8177-3263-060,UN,JUEGO DE RODILLOS DE ARRASTRE
8177-3263-080,UN,JUEGO DE RODILLOS EXTERIORES
8177-3263-090,UN,JUEGO DE RODILLOS EXTERIORES
8177-3263-100,UN,JUEGO DE RODILLOS DE ARRASTRE
8177-3264-010,UN,EXCÉNTRICA DOBLE
8177-3264-020,UN,EXCÉNTRICA DOBLE, COMP.
8177-3264-030,UN,EXCÉNTRICA DOBLE
8177-3264-050,UN,EXCÉNTRICA DOBLE
8177-3264-060,UN,EXCÉNTRICA DOBLE, COMP.
8177-3267-010,UN,JUEGO DE DISCOS DE LEVAS
8177-3267-020,UN,JUEGO DE DISCOS DE LEVAS
8177-3267-030,UN,JUEGO DE DISCOS DE LEVAS
8177-3267-050,UN,JUEGO DE DISCOS DE LEVAS
8177-3267-060,UN,JUEGO DE DISCOS DE LEVAS
8177-3270-059,UN,TRANSMISIÓN CYCLO, COMP.
8177-3270-140,UN,TRANSMISIÓN CYCLO, COMP.
8177-3270-180,UN,TRANSMISIÓN CYCLO, COMP.
8177-3270-200,UN,TRANSMISIÓN CYCLO, COMP.
8177-3270-210,UN,TRANSMISIÓN CYCLO, COMP.
8177-3270-220,UN,TRANSMISIÓN CYCLO, COMP.
8177-3270-230,UN,TRANSMISIÓN CYCLO, COMP.
8177-3286-000,UN,RETÉN PARA EJES
8177-3297-010,UN,CAPTADOR DE VIBRACIONES, COMP.
8177-3305-040,UN,ANILLO
8177-3305-050,UN,ANILLO DE SEGURIDAD
8177-3305-070,UN,ANILLO DE SEGURIDAD
8177-3305-140,UN,ANILLO
8177-3305-270,UN,ARANDELA / DISCO
8177-3305-280,UN,ARANDELA / DISCO
8177-3305-310,UN,ANILLO
8177-3305-320,UN,ANILLO
8177-3305-330,UN,ARANDELA / DISCO
8177-3305-340,UN,ARANDELA / DISCO
8177-3308-000,UN,TUERCA
8177-3308-010,UN,TUERCA
8177-3311-000,UN,VENTILADOR
8177-3341-050,UN,TOBERA
8177-3352-000,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3352-050,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3352-070,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3352-080,UN,POLEA PARA CORREA TRAPEZOIDAL, COMP.
8177-3354-040,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3354-090,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3354-150,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3355-050,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3355-060,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3355-130,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3355-140,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3355-150,UN,POLEA PARA CORREA TRAPEZOIDAL, COMP.
8177-3355-170,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3355-180,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3355-280,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3356-030,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3356-040,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3356-060,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3356-070,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3356-130,UN,POLEA PARA CORREA TRAPEZOIDAL
8177-3358-010,UN,BUJE
8177-3358-050,UN,BUJE
8177-3358-060,UN,BUJE
8177-3358-070,UN,BUJE
8177-3358-080,UN,BUJE
8177-3358-100,UN,BUJE
8177-3366-020,UN,CAJA ANULAR
8177-3367-000,UN,DISCO DE APOYO
8177-3375-050,UN,TAPA DE COJINETE
8177-3375-250,UN,TAPA DE COJINETE
8177-3375-260,UN,TAPA DE COJINETE
8177-3375-270,UN,TAPA DE COJINETE
8177-3375-280,UN,TAPA DE COJINETE
8177-3376-030,UN,TAPA
8177-3378-090,UN,TAPA DE COJINETE, COMP.
8177-3381-020,UN,CAJA PROTECTORA, SOLD.
8177-3400-020,UN,EJE DE ACCIONAMIENTO
8177-3400-050,UN,EJE DE ACCIONAMIENTO
8177-3400-060,UN,EJE DE ACCIONAMIENTO
8177-3400-080,UN,EJE DE ACCIONAMIENTO
8177-3400-090,UN,EJE DE ACCIONAMIENTO
8177-3400-100,UN,EJE DE ACCIONAMIENTO
8177-3403-000,UN,ANILLA DE SEPARACIÓN
8177-3403-010,UN,ANILLA DE SEPARACIÓN
8177-3403-020,UN,ANILLA DE SEPARACIÓN
8177-3404-060,UN,COJINETE CILÍNDRICO
8177-3404-080,UN,CASQUILLO
8177-3404-090,UN,CASQUILLO
8177-3404-100,UN,CASQUILLO
8177-3404-110,UN,CASQUILLO
8177-3404-120,UN,CASQUILLO
8177-3410-050,UN,ÁRBOL
8177-3415-000,UN,EJE DE SALIDA, COMP.
8177-3415-020,UN,ÁRBOL, COMP.
8177-3415-040,UN,EJE DE SALIDA, COMP.
8177-3415-050,UN,EJE DE SALIDA, COMP.
8177-3446-010,UN,ARANDELA DE APRIETE
8177-3446-020,UN,ARANDELA DE APRIETE
8177-3446-030,UN,ARANDELA DE APRIETE
8177-3448-000,UN,TUBO, SOLD.
8177-3448-070,UN,TUBO, SOLD.
8177-3448-080,UN,TUBO, SOLD.
8177-3478-000,UN,POLEA PLANA
8177-3478-020,UN,POLEA PLANA
8177-3478-040,UN,POLEA PLANA
8177-3478-140,UN,POLEA PLANA
8177-3479-030,UN,POLEA PLANA
8177-3479-040,UN,POLEA PLANA
8177-3479-100,UN,POLEA PLANA
8177-3479-110,UN,POLEA PLANA
8177-3492-010,UN,TAPA PROTECTORA
8177-3769-030,UN,MANGA, COMP.
8177-6006-000,UN,JUEGO JUNTAS PARA EL SINFÍN
8177-6064-000,UN,CHAPA DE DESGASTE, SOLD.
8177-6064-020,UN,CHAPA DE DESGASTE, SOLD.
8177-6065-050,UN,JUEGO DE CHAPAS PROTECTORAS
8177-6065-060,UN,JUEGO DE CHAPAS PROTECTORAS
8177-6161-000,UN,PRISIONERO
8177-6164-000,UN,TORNILLO DE TOPE
8177-6217-010,UN,ANILLO, COMP.
8177-6217-020,UN,ANILLO, COMP.
8177-6217-030,UN,ANILLO, COMP.
8177-6217-040,UN,ANILLO, COMP.
8177-6323-030,UN,BRIDA
8177-6323-039,UN,BRIDA
8177-6323-040,UN,BRIDA
8177-6323-070,UN,BRIDA
8177-6354-000,UN,TAPA
8177-6375-000,UN,TAPA DE COJINETE
8177-6375-040,UN,TAPA DE COJINETE
8177-6375-070,UN,TAPA DE COJINETE
8177-6375-080,UN,TAPA DE COJINETE
8177-6391-040,UN,JUEGO DE CASQUILLOS DE DESGASTE
8177-6391-050,UN,JUEGO DE CASQUILLOS DE DESGASTE
8177-6404-010,UN,COJINETE CILÍNDRICO
8177-6431-120,UN,PIEZA DE COMPENSACIÓN
8177-6431-140,UN,PIEZA DE COMPENSACIÓN
8177-6431-190,UN,PIEZA DE COMPENSACIÓN
8177-6453-220,UN,CHAPA
8177-6465-030,UN,LEVA
8177-6465-040,UN,LEVA
8177-6469-040,UN,ANILLO
8177-6469-080,UN,ANILLO
8177-6469-090,UN,ANILLO
8177-6469-100,UN,ANILLO
8177-6469-150,UN,ANILLO
8177-6469-170,UN,ANILLO
8177-6470-060,UN,NERVIO
8177-6473-320,UN,ARANDELA / DISCO
8177-6473-390,UN,ARANDELA / DISCO
8177-6493-000,UN,CASQUILLO
8177-6493-040,UN,CASQUILLO
8177-6493-070,UN,CASQUILLO
8177-6493-080,UN,CASQUILLO
8177-6520-020,UN,CUBO DE COJINETE, COMP.
8177-6520-060,UN,CUBO DE COJINETE, COMP.
8177-6521-150,UN,CUBO DE COJINETE
8177-6521-190,UN,CUBO DE COJINETE
8177-6526-050,UN,CASQUILLO
8177-6526-060,UN,CASQUILLO
8177-6526-070,UN,CASQUILLO
8177-6526-080,UN,CASQUILLO
8177-6526-120,UN,CASQUILLO
8177-6526-150,UN,CASQUILLO
8177-6526-160,UN,CASQUILLO
8177-6526-220,UN,CASQUILLO
8177-6592-040,UN,ANILLO
8177-6592-110,UN,ANILLO
8177-6592-120,UN,ANILLO
8177-6598-060,UN,ANILLO
8177-6598-100,UN,ANILLO
8177-6598-110,UN,ANILLO
8177-6598-120,UN,ANILLO
8177-6598-130,UN,ANILLO
8177-6598-230,UN,ANILLO
8177-6635-000,UN,PIEZA DE ARRASTRE, SOLD.
8177-6635-010,UN,PIEZA DE ARRASTRE, SOLD.
8177-6635-020,UN,PIEZA DE ARRASTRE, SOLD.
8177-6635-030,UN,PIEZA DE ARRASTRE, SOLD.
8177-6635-040,UN,PIEZA DE ARRASTRE, SOLD.
8177-6649-010,UN,PIEZA DE ARRASTRE
8177-6656-040,UN,NERVIO
8177-6663-060,UN,PLATO
8177-6663-070,UN,PLATO, COMP.
8177-6663-080,UN,PLATO, COMP.
8177-6679-000,UN,JUEGO DE ARANDELAS
8177-6679-020,UN,JUEGO DE ARANDELAS
8177-6684-000,UN,ANILLO, SOLD.
8177-6686-070,UN,JUEGO DE ALETAS
8177-6726-230,UN,DIAFRAGMA DE REGULACIÓN
8177-6726-240,UN,DIAFRAGMA DE REGULACIÓN
8177-6726-280,UN,DIAFRAGMA DE REGULACIÓN
8177-6726-310,UN,DIAFRAGMA DE REGULACIÓN
8177-6726-580,UN,DIAFRAGMA DE REGULACIÓN
8177-6757-010,UN,ANILLO DE PROTECCIÓN
8177-6757-020,UN,ANILLO DE PROTECCIÓN
8177-6757-050,UN,ANILLO DE PROTECCIÓN
8177-6757-060,UN,ANILLO DE PROTECCIÓN
8177-6757-080,UN,ANILLO DE PROTECCIÓN
8177-6757-090,UN,ANILLO DE PROTECCIÓN
8177-6757-100,UN,ANILLO DE PROTECCIÓN
8177-9448-030,UN,TUBO, SOLD.
8177-9467-030,UN,PLACA
8177-9467-040,UN,PLACA
8177-9467-050,UN,PLACA
8177-9470-030,UN,ACERO PLANO
8177-9470-050,UN,ACERO PLANO
8177-9471-030,UN,TUBO
8177-9473-000,UN,ARANDELA / DISCO
8177-9473-010,UN,ARANDELA / DISCO
8177-9473-020,UN,ARANDELA / DISCO
8177-9473-030,UN,ARANDELA / DISCO
8177-9694-000,UN,ANILLO DE RETENCIÓN
8177-9861-000,UN,DISPOSITIVO DE MONTAJE
8177-9868-020,UN,CASQUILLO
8177-9868-050,UN,CASQUILLO
8177-9868-060,UN,CASQUILLO
8177-9868-070,UN,CASQUILLO
8177-9898-210,UN,JUEGO GRANDE PZAS. REPUESTO ESPECIALES
8177-9905-000,UN,DISPOSITIVO EXTRACTOR, SOLD.
8177-9907-010,UN,ANILLO
8177-9907-040,UN,ANILLO
8177-9907-070,UN,ANILLO
8177-9931-050,UN,ESTRIBO, SOLD.
8177-9931-070,UN,ESTRIBO, SOLD.
8177-9939-000,UN,ARANDELA / DISCO
8177-9939-030,UN,ARANDELA / DISCO
8177-9965-000,UN,HUSILLO ROSCADO
8191-1019-030,UN,CÁMARA COLECTORA CON REVESTIMIENTO
8191-1024-040,UN,PARED DE LA CÁMARA COLECTORA
8191-1028-110,UN,BRIDA
8191-1028-120,UN,BRIDA
8191-1028-170,UN,BRIDA
8191-1028-180,UN,BRIDA
8191-1028-270,UN,BRIDA
8191-1033-010,UN,JUEGO DE PERNOS EXTERIORES
8191-1033-060,UN,JUEGO DE PERNOS EXTERIORES
8191-1046-040,UN,PIEZA ROSCADA
8191-1061-010,UN,TAPA
8191-1061-030,UN,TAPA
8191-1061-090,UN,TAPA
8191-1061-130,UN,TAPA
8191-1061-160,UN,TAPA
8191-1061-260,UN,TAPA
8191-1061-280,UN,TAPA
8191-1064-000,UN,CHAPA DE DESGASTE, SOLD.
8191-1064-010,UN,CHAPA DE DESGASTE, SOLD.
8191-1064-050,UN,CHAPA DE DESGASTE, SOLD.
8191-1064-070,UN,CHAPA DE DESGASTE, SOLD.
8191-1064-080,UN,CHAPA DE DESGASTE, SOLD.
8191-1065-070,UN,JUEGO DE CHAPAS PROTECTORAS
8191-1071-030,UN,ESTRIBO
8191-1079-110,UN,TAPA
8191-1117-050,UN,PLACA
8191-1117-070,UN,PLACA
8191-1120-050,UN,PLACA, SOLD.
8191-1131-010,UN,ALOJAMIENTO DE COJINETE
8191-1134-010,UN,COJINETE DE APOYO
8191-1145-010,UN,SOPORTE
8191-1157-060,UN,ANILLO
8191-1157-110,UN,ANILLO
8191-1157-130,UN,ANILLO
8191-1157-200,UN,ANILLO
8191-1191-030,UN,CHAPA PROTECTORA, SOLD.
8191-1191-080,UN,CHAPA PROTECTORA, SOLD.
8191-1265-060,UN,JUNTA
8191-1265-080,UN,JUNTA
8191-1265-090,UN,JUNTA
8191-1469-000,UN,ANILLO INTERMEDIO
8191-2031-159,UN,JUEGO DE JUNTAS DE TUBERÍAS DE SALIDA
8191-2165-110,UN,PIEZA DE UNIÓN, COMP.
8191-2217-000,UN,ANILLO, COMP.
8191-2218-000,UN,ANILLO
8191-2218-010,UN,ANILLO
8191-2218-100,UN,ANILLO
8191-2222-000,UN,BOQUILLA DE ENTRADA
8191-2245-200,UN,TUBO DE ENTRADA, COMP.
8191-2247-080,UN,ARANDELA / DISCO
8191-2252-030,UN,RODETE, COMP.
8191-2252-040,UN,RODETE, COMP.
8191-2252-080,UN,RODETE, COMP.
8191-2252-110,UN,RODETE, COMP.
8191-2252-200,UN,RODETE, COMP.
8191-2318-010,UN,FILTRO DE ASPIRACIÓN
8191-2318-020,UN,FILTRO DE ALTA PRESIÓN
8191-2345-000,UN,DEPÓSITO ATENUADOR DE PRESIÓN
8191-2705-110,UN,TUBO DE ENTRADA, SOLD.
8191-2705-200,UN,TUBO DE ENTRADA, SOLD.
8191-2705-310,UN,TUBO DE ENTRADA, SOLD.
8191-2705-320,UN,TUBO DE ENTRADA, SOLD.
8191-2705-380,UN,TUBO DE ENTRADA, SOLD.
8191-2705-420,UN,TUBO DE ENTRADA, SOLD.
8191-2746-030,UN,BRIDA, SOLD.
8191-3113-000,UN,INDICADOR DE SUCIEDAD
8191-3118-070,UN,PLACA, SOLD.
8191-3118-090,UN,PLACA, SOLD.
8191-3131-030,UN,ALOJAMIENTO DE COJINETE
8191-3263-000,UN,JUEGO DE RODILLOS EXTERIORES
8191-3263-010,UN,JUEGO DE RODILLOS DE ARRASTRE
8191-3263-060,UN,JUEGO DE RODILLOS EXTERIORES
8191-3264-020,UN,EXCÉNTRICA DOBLE
8191-3264-050,UN,EXCÉNTRICA DOBLE
8191-3264-060,UN,EXCÉNTRICA DOBLE
8191-3267-000,UN,JUEGO DE DISCOS DE LEVAS
8191-3267-030,UN,JUEGO DE DISCOS DE LEVAS
8191-3270-130,UN,TRANSMISIÓN CYCLO, COMP.
8191-3270-140,UN,TRANSMISIÓN CYCLO, COMP.
8191-3275-000,UN,INTERRUPTOR DE SEGURIDAD, COMP.
8191-3275-020,UN,INTERRUPTOR DE SEGURIDAD, COMP.
8191-3305-010,UN,ANILLO
8191-3307-000,UN,ANILLO ROSCADO, COMP.
8191-3308-080,UN,ANILLO ROSCADO
8191-3321-010,UN,CASQUILLO, SOLD.
8191-3321-020,UN,CASQUILLO, SOLD.
8191-3352-010,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3352-070,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3354-020,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3354-030,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3354-040,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3354-110,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3354-120,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3356-050,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3356-060,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3356-070,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3356-080,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3356-260,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3356-270,UN,POLEA PARA CORREA TRAPEZOIDAL, COMP.
8191-3356-320,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3357-100,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3357-110,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3357-120,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3357-300,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3357-370,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3357-400,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3358-030,UN,BUJE
8191-3358-070,UN,BUJE
8191-3358-080,UN,BUJE
8191-3366-040,UN,CAJA ANULAR
8191-3373-020,UN,PIEZA DE ARRASTRE
8191-3373-030,UN,PIEZA DE ARRASTRE
8191-3375-060,UN,TAPA DE COJINETE
8191-3375-140,UN,TAPA DE COJINETE
8191-3375-150,UN,TAPA DE COJINETE
8191-3375-220,UN,TAPA DE COJINETE
8191-3375-240,UN,TAPA DE COJINETE
8191-3375-340,UN,TAPA DE COJINETE
8191-3376-000,UN,TAPA DE COJINETE
8191-3378-040,UN,TAPA DE COJINETE, COMP.
8191-3378-110,UN,TAPA DE COJINETE, COMP.
8191-3378-120,UN,TAPA DE COJINETE, COMP.
8191-3378-130,UN,TAPA DE COJINETE, COMP.
8191-3378-150,UN,TAPA DE COJINETE, COMP.
8191-3378-220,UN,TAPA DE COJINETE, COMP.
8191-3381-090,UN,CAJA PROTECTORA, SOLD.
8191-3400-030,UN,EJE DE ACCIONAMIENTO
8191-3400-040,UN,EJE DE ACCIONAMIENTO
8191-3400-050,UN,EJE DE ACCIONAMIENTO
8191-3400-060,UN,EJE DE ACCIONAMIENTO
8191-3403-000,UN,TUBO DISTANCIADOR
8191-3404-080,UN,CASQUILLO
8191-3415-010,UN,EJE DE SALIDA, COMP.
8191-3415-040,UN,EJE DE SALIDA, COMP.
8191-3442-000,UN,ANILLO DE PRESIÓN
8191-3442-010,UN,ANILLO DE PRESIÓN
8191-3442-050,UN,ANILLO DE PRESIÓN
8191-3442-070,UN,ANILLO DE PRESIÓN
8191-3442-130,UN,ANILLO DE PRESIÓN
8191-3442-160,UN,ANILLO DE PRESIÓN
8191-3442-200,UN,ANILLO DE PRESIÓN
8191-3446-000,UN,ARANDELA DE APRIETE
8191-3446-010,UN,ARANDELA DE APRIETE
8191-3446-040,UN,ARANDELA DE APRIETE
8191-3446-050,UN,ARANDELA DE APRIETE
8191-3469-000,UN,DISCO DE ARRASTRE, COMP.
8191-3492-060,UN,CAPERUZA
8191-3500-010,UN,RODILLO TENSOR, COMP.
8191-3503-000,UN,BRAZO
8191-3511-010,UN,POLEA PARA CORREA TRAPEZOIDAL
8191-3516-010,UN,PASADOR DE SEGURIDAD
8191-3516-020,UN,PASADOR DE SEGURIDAD
8191-3516-030,UN,PERNO
8191-3516-040,UN,PASADOR DE SEGURIDAD
8191-3516-050,UN,PASADOR DE SEGURIDAD
8191-3516-060,UN,PASADOR DE SEGURIDAD
8191-3516-070,UN,PASADOR DE SEGURIDAD
8191-3516-080,UN,PASADOR DE SEGURIDAD
8191-6431-040,UN,PIEZA DE COMPENSACIÓN
8191-6493-040,UN,CASQUILLO
8191-6520-060,UN,CUBO DE COJINETE, COMP.
8191-6520-070,UN,CUBO DE COJINETE, COMP.
8191-6520-080,UN,CUBO DE COJINETE, COMP.
8191-6520-089,UN,CUBO DE COJINETE, COMP.
8191-6542-070,UN,ESPIRAL DEL HUSILLO
8191-6542-080,UN,ESPIRAL DEL HUSILLO
8191-6542-190,UN,ESPIRAL DEL HUSILLO
8191-6542-200,UN,ESPIRAL DEL HUSILLO
8191-6542-590,UN,ESPIRAL DEL HUSILLO
8191-6542-600,UN,ESPIRAL DEL HUSILLO
8191-6542-610,UN,ESPIRAL DEL HUSILLO
8191-6547-000,UN,CINTA DEL SINFÍN
8191-6547-010,UN,CINTA DEL SINFÍN
8191-6547-020,UN,CINTA DEL SINFÍN
8191-6547-030,UN,CINTA DEL SINFÍN
8191-6547-040,UN,CINTA DEL SINFÍN
8191-6592-020,UN,ANILLO
8191-6592-030,UN,ANILLO
8191-6592-040,UN,ANILLO
8191-6594-060,UN,ANILLO DE PRESIÓN
8191-6594-080,UN,ANILLO DE PRESIÓN
